,SWDOWN,SWDDNI,SWDDIF,SWDOWN_CLEAR,T2,U10,V10
2016-08-02 06:00:00,0.0,0.0,0.0,0.0,295.000915527,0.489113658667,-0.922960460186
2016-08-02 06:15:00,0.0,0.0,0.0,0.0,294.173034668,0.308638036251,-0.620434224606
2016-08-02 06:30:00,0.0,0.0,0.0,0.0,294.216766357,0.168735459447,-0.486980170012
2016-08-02 06:45:00,0.0,0.0,0.0,0.0,294.280700684,-0.109966754913,-0.570617794991
2016-08-02 07:00:00,0.0,0.0,0.0,0.0,294.336029053,-0.274347394705,-0.644437193871
2016-08-02 07:15:00,0.0,0.0,0.0,0.0,294.35736084,0.102263994515,-0.342591404915
2016-08-02 07:30:00,0.0,0.0,0.0,0.0,294.375427246,0.31610584259,-0.267420351505
2016-08-02 07:45:00,0.0,0.0,0.0,0.0,294.387786865,0.451604157686,-0.52779853344
2016-08-02 08:00:00,0.0,0.0,0.0,0.0,294.365692139,0.785202264786,-0.347874879837
2016-08-02 08:15:00,0.0,0.0,0.0,0.0,294.325195312,0.877373695374,-0.261913836002
2016-08-02 08:30:00,0.0,0.0,0.0,0.0,294.26651001,1.33038270473,-0.591434001923
2016-08-02 08:45:00,0.0,0.0,0.0,0.0,294.16494751,1.61885082722,-0.433518439531
2016-08-02 09:00:00,0.0,0.0,0.0,0.0,294.045440674,1.78364551067,-0.745546996593
2016-08-02 09:15:00,0.0,0.0,0.0,0.0,293.879394531,1.99076414108,-0.921704053879
2016-08-02 09:30:00,0.0,0.0,0.0,0.0,293.702301025,1.97510683537,-1.11436760426
2016-08-02 09:45:00,0.0,0.0,0.0,0.0,293.531341553,1.92488336563,-1.10908460617
2016-08-02 10:00:00,0.0,0.0,0.0,0.0,293.40713501,1.87374329567,-1.07118439674
2016-08-02 10:15:00,0.0,0.0,0.0,0.0,293.392944336,1.80239117146,-1.15707957745
2016-08-02 10:30:00,0.0,0.0,0.0,0.0,293.392791748,1.70587599277,-1.20414662361
2016-08-02 10:45:00,0.0,0.0,0.0,0.0,293.377044678,1.69034421444,-1.20011913776
2016-08-02 11:00:00,0.0,0.0,0.0,0.0,293.370788574,1.54580438137,-1.09156429768
2016-08-02 11:15:00,0.0,0.0,0.0,0.0,293.349761963,1.4662848711,-0.869155287743
2016-08-02 11:30:00,0.0,0.0,0.0,0.0,293.326446533,1.34854948521,-0.704248249531
