,SWDOWN,SWDDNI,SWDDIF,SWDOWN_CLEAR,T2,U10,V10
2017-05-30 06:00:00,0.0,0.0,0.0,0.0,289.273895264,1.07047331333,-0.449461102486
2017-05-30 06:15:00,0.0,0.0,0.0,0.0,288.587493896,0.577532112598,-0.164928644896
2017-05-30 06:30:00,0.0,0.0,0.0,0.0,288.509185791,0.100661933422,-0.0760868489742
2017-05-30 06:45:00,0.0,0.0,0.0,0.0,288.599121094,-0.266470998526,0.0205420795828
2017-05-30 07:00:00,0.0,0.0,0.0,0.0,288.727874756,-0.428100377321,0.191597521305
2017-05-30 07:15:00,0.0,0.0,0.0,0.0,288.758666992,-0.00659674126655,0.258828490973
2017-05-30 07:30:00,0.0,0.0,0.0,0.0,288.818878174,0.776147246361,0.516565203667
2017-05-30 07:45:00,0.0,0.0,0.0,0.0,288.603149414,1.91778755188,0.731266021729
2017-05-30 08:00:00,0.0,0.0,0.0,0.0,288.440490723,2.10251235962,0.476074278355
2017-05-30 08:15:00,0.0,0.0,0.0,0.0,288.339691162,2.33430981636,0.366196125746
2017-05-30 08:30:00,0.0,0.0,0.0,0.0,288.256286621,2.38656687737,0.24738919735
2017-05-30 08:45:00,0.0,0.0,0.0,0.0,288.153167725,2.16484475136,0.137459680438
2017-05-30 09:00:00,0.0,0.0,0.0,0.0,288.10458374,2.40919852257,-0.0803019031882
2017-05-30 09:15:00,0.0,0.0,0.0,0.0,288.24005127,1.9412869215,-0.121123708785
2017-05-30 09:30:00,0.0,0.0,0.0,0.0,288.279876709,1.9326788187,-0.121398322284
2017-05-30 09:45:00,0.0,0.0,0.0,0.0,288.243591309,1.81883263588,-0.11297146976
2017-05-30 10:00:00,0.0,0.0,0.0,0.0,288.188476562,1.64027106762,0.0989460423589
2017-05-30 10:15:00,0.0,0.0,0.0,0.0,288.1484375,1.45112240314,0.195197358727
2017-05-30 10:30:00,0.0,0.0,0.0,0.0,288.103790283,1.34011721611,0.398124486208
2017-05-30 10:45:00,0.0,0.0,0.0,0.0,288.078155518,1.26763856411,0.505208075047
2017-05-30 11:00:00,0.0,0.0,0.0,0.0,288.056976318,1.1808706522,0.637888431549
2017-05-30 11:15:00,0.0,0.0,0.0,0.0,288.045227051,1.11001467705,0.746416985989
2017-05-30 11:30:00,0.0,0.0,0.0,0.0,288.035400391,1.18124222755,0.739292085171
2017-05-30 11:45:00,0.0,0.0,0.0,0.0,288.013000488,1.25130844116,0.755494713783
2017-05-30 12:00:00,0.0,0.0,0.0,0.0,287.987304688,1.45428824425,0.730227231979
2017-05-30 12:15:00,0.0,0.0,0.0,0.0,287.954315186,1.58189308643,0.781717300415
2017-05-30 12:30:00,0.0,0.0,0.0,0.0,287.911590576,1.55786120892,0.723546683788
2017-05-30 12:45:00,0.0,0.0,0.0,0.0,287.875,1.61316919327,0.646083831787
2017-05-30 13:00:00,13.000834465,0.0,14.2228240967,18.4951686859,287.843139648,1.64192318916,0.569331586361
2017-05-30 13:15:00,31.94439888,0.000286341150058,34.019821167,52.6757888794,287.832427979,1.75466072559,0.52283936739
2017-05-30 13:30:00,50.9008102417,0.00571980047971,53.6320457458,94.2194900513,287.824493408,1.93964111805,0.529659032822
2017-05-30 13:45:00,69.386100769,0.017663853243,72.696105957,141.00944519,287.777557373,1.81853783131,0.563217043877
2017-05-30 14:00:00,87.4217605591,0.0313523858786,91.1669464111,191.338699341,287.732696533,1.75651669502,0.407604157925
2017-05-30 14:15:00,109.754455566,0.0923687070608,113.918579102,244.002609253,287.683959961,1.49987125397,0.352292746305
2017-05-30 14:30:00,135.047119141,0.246201917529,139.606002808,298.119873047,287.670654297,1.27135848999,0.367153227329
2017-05-30 14:45:00,159.101119995,0.464227974415,165.265823364,353.32131958,287.67855835,1.1088770628,0.45617890358
2017-05-30 15:00:00,187.082641602,0.844099700451,193.408691406,409.227081299,287.710571289,1.0047801733,0.540665030479
2017-05-30 15:15:00,224.819610596,2.0552573204,230.382583618,464.706665039,287.763641357,0.914835989475,0.579857289791
2017-05-30 15:30:00,271.556335449,5.14386749268,274.07824707,519.212402344,287.869445801,0.958515644073,0.608796715736
2017-05-30 15:45:00,334.097015381,14.0235548019,325.821655273,572.526550293,288.02142334,1.11912286282,0.604818284512
2017-05-30 16:00:00,402.111114502,47.8336639404,371.781188965,624.280517578,288.192993164,1.34742689133,0.593766212463
2017-05-30 16:15:00,485.899047852,117.966827393,406.137237549,674.206359863,288.361206055,1.47314274311,0.628751039505
2017-05-30 16:30:00,559.891906738,190.756149292,423.288330078,721.880981445,288.540100098,1.61933243275,0.689949274063
2017-05-30 16:45:00,625.867553711,257.87991333,431.469360352,767.013183594,288.695556641,1.76853513718,0.727288544178
2017-05-30 17:00:00,663.142578125,262.55090332,455.958526611,809.236633301,288.83972168,1.95168411732,0.722764134407
2017-05-30 17:15:00,705.77545166,284.072784424,472.317993164,848.386901855,288.970153809,2.13245844841,0.709664642811
2017-05-30 17:30:00,743.101867676,297.881439209,489.366668701,884.440490723,289.078308105,2.28651738167,0.692819654942
2017-05-30 17:45:00,767.657958984,288.031585693,514.50213623,917.391174316,289.153015137,2.40443205833,0.680235564709
2017-05-30 18:00:00,794.00012207,288.853027344,533.149475098,947.112365723,289.200927734,2.45885491371,0.652707278728
2017-05-30 18:15:00,855.30456543,377.920196533,506.063873291,973.357421875,289.228240967,2.34982705116,0.68599575758
2017-05-30 18:30:00,902.692749023,450.065948486,478.734283447,995.790893555,289.300323486,2.20162558556,0.746692299843
2017-05-30 18:45:00,933.780700684,511.612365723,446.67086792,1008.53851318,289.360046387,1.9717297554,0.782462656498
2017-05-30 19:00:00,997.622009277,722.793945312,300.468658447,1024.1517334,289.535003662,1.85832285881,0.786851525307
2017-05-30 19:15:00,1035.35424805,909.969970703,149.416564941,1035.44470215,289.835571289,1.89994180202,0.755347907543
2017-05-30 19:30:00,1042.33117676,911.298095703,149.932449341,1042.421875,290.191070557,2.04192113876,0.742223620415
2017-05-30 19:45:00,1045.0949707,911.821105957,150.129760742,1045.18566895,290.504547119,2.19348955154,0.743653595448
2017-05-30 20:00:00,1043.73181152,911.645019531,150.01071167,1043.82250977,290.793670654,2.28167939186,0.769300162792
2017-05-30 20:15:00,1038.28442383,910.798828125,149.580307007,1038.375,291.082305908,2.33425092697,0.783924400806
2017-05-30 20:30:00,1028.76599121,909.257385254,148.840057373,1028.85632324,291.371826172,2.44227838516,0.810333251953
