,SWDOWN,SWDDNI,SWDDIF,SWDOWN_CLEAR,T2,U10,V10
2017-09-28 06:00:00,0.0,0.0,0.0,0.0,292.511199951,0.436624139547,-1.00427794456
2017-09-28 06:15:00,0.0,0.0,0.0,0.0,292.33493042,1.18167281151,-1.32521152496
2017-09-28 06:30:00,0.0,0.0,0.0,0.0,292.247009277,1.16557121277,-1.45189452171
2017-09-28 06:45:00,0.0,0.0,0.0,0.0,292.129180908,1.00038135052,-1.44301128387
2017-09-28 07:00:00,0.0,0.0,0.0,0.0,291.993438721,0.46871265769,-0.709339618683
2017-09-28 07:15:00,0.0,0.0,0.0,0.0,291.913146973,0.144991055131,-0.532720863819
2017-09-28 07:30:00,0.0,0.0,0.0,0.0,291.822967529,0.220566302538,-0.629662334919
2017-09-28 07:45:00,0.0,0.0,0.0,0.0,291.713623047,0.624851226807,-0.571346104145
2017-09-28 08:00:00,0.0,0.0,0.0,0.0,291.580230713,0.949669778347,-0.600880980492
2017-09-28 08:15:00,0.0,0.0,0.0,0.0,291.426208496,1.16826832294,-0.788401126862
2017-09-28 08:30:00,0.0,0.0,0.0,0.0,291.242401123,0.787135958672,-0.766788363457
2017-09-28 08:45:00,0.0,0.0,0.0,0.0,291.101226807,0.664886176586,-0.792309165001
2017-09-28 09:00:00,0.0,0.0,0.0,0.0,290.962097168,0.459445923567,-0.790585696697
2017-09-28 09:15:00,0.0,0.0,0.0,0.0,290.830169678,0.348442435265,-0.743043363094
2017-09-28 09:30:00,0.0,0.0,0.0,0.0,290.706298828,0.281076312065,-0.722428143024
2017-09-28 09:45:00,0.0,0.0,0.0,0.0,290.587677002,0.327418714762,-0.706440329552
2017-09-28 10:00:00,0.0,0.0,0.0,0.0,290.470397949,0.304322659969,-0.738912582397
2017-09-28 10:15:00,0.0,0.0,0.0,0.0,290.346984863,0.265943169594,-0.653486967087
2017-09-28 10:30:00,0.0,0.0,0.0,0.0,290.231384277,0.205595210195,-0.570730924606
2017-09-28 10:45:00,0.0,0.0,0.0,0.0,290.120849609,0.0987857058644,-0.602713048458
2017-09-28 11:00:00,0.0,0.0,0.0,0.0,290.010528564,0.089946128428,-0.634043514729
2017-09-28 11:15:00,0.0,0.0,0.0,0.0,289.886871338,0.130608394742,-0.715018987656
2017-09-28 11:30:00,0.0,0.0,0.0,0.0,289.746002197,0.0823025852442,-0.819041192532
2017-09-28 11:45:00,0.0,0.0,0.0,0.0,289.61706543,0.0281414426863,-0.863300204277
2017-09-28 12:00:00,0.0,0.0,0.0,0.0,289.506591797,0.0158845335245,-0.937116205692
2017-09-28 12:15:00,0.0,0.0,0.0,0.0,289.388824463,0.085618712008,-1.01633656025
2017-09-28 12:30:00,0.0,0.0,0.0,0.0,289.268890381,0.153297126293,-1.09915351868
2017-09-28 12:45:00,0.0,0.0,0.0,0.0,289.142700195,0.189509451389,-1.17796063423
2017-09-28 13:00:00,0.0,0.0,0.0,0.0,289.015228271,0.22555552423,-1.211586833
2017-09-28 13:15:00,0.0,0.0,0.0,0.0,288.900390625,0.24057367444,-1.20279562473
2017-09-28 13:30:00,0.0,0.0,0.0,0.0,288.788848877,0.238052472472,-1.23275303841
2017-09-28 13:45:00,0.0,0.0,0.0,0.0,288.66986084,0.178166374564,-1.28642046452
2017-09-28 14:00:00,19.9781856537,118.675895691,15.0739479065,19.9963340759,288.713012695,0.125398561358,-1.30316007137
2017-09-28 14:15:00,59.2385215759,280.696899414,32.1434249878,59.2708930969,289.055053711,0.196510970592,-2.02267742157
2017-09-28 14:30:00,106.21812439,395.971557617,46.3574409485,106.260726929,289.406066895,0.165988877416,-1.20728063583
2017-09-28 14:45:00,157.958328247,486.851318359,58.1428565979,158.008880615,289.821929932,0.195678189397,-1.05876064301
2017-09-28 15:00:00,212.327011108,559.035339355,68.1874008179,212.383895874,290.224029541,0.238015264273,-1.00752747059
2017-09-28 15:15:00,267.880584717,617.068786621,76.9702758789,267.942596436,290.619750977,0.273719877005,-0.964988589287
2017-09-28 15:30:00,323.598999023,664.409057617,84.7875213623,323.665283203,291.026702881,0.316112071276,-0.904641449451
2017-09-28 15:45:00,378.707427979,703.536193848,91.8253326416,378.777282715,291.435943604,0.358722478151,-0.805540144444
2017-09-28 16:00:00,432.594116211,736.245056152,98.2051773071,432.666992188,291.874053955,0.429077625275,-0.737987875938
2017-09-28 16:15:00,484.752929688,763.844970703,104.006942749,484.828460693,292.343780518,0.541224777699,-0.711425364017
2017-09-28 16:30:00,534.75592041,787.303100586,109.288246155,534.833740234,292.806182861,0.701793432236,-0.6820140481
2017-09-28 16:45:00,582.226013184,807.337097168,114.090148926,582.305786133,293.334014893,0.941945552826,-0.675418555737
2017-09-28 17:00:00,626.831970215,824.499633789,118.439750671,626.913452148,293.850738525,1.21271824837,-0.726952493191
2017-09-28 17:15:00,668.266052246,839.198486328,122.355003357,668.349060059,294.296783447,1.44543135166,-0.808498740196
2017-09-28 17:30:00,706.195983887,851.660461426,125.851470947,706.280212402,294.668609619,1.64780008793,-0.889342963696
2017-09-28 17:45:00,740.435119629,862.225524902,128.938934326,740.520446777,294.95791626,1.85510599613,-0.970673561096
2017-09-28 18:00:00,770.755004883,871.067932129,131.624862671,770.841308594,295.143157959,2.0655977726,-1.02816736698
2017-09-28 18:15:00,796.944580078,878.311096191,133.912780762,797.031677246,295.206298828,2.23830413818,-1.13219857216
2017-09-28 18:30:00,818.908630371,884.162902832,135.804138184,818.996398926,295.181152344,2.35690832138,-1.28416252136
2017-09-28 18:45:00,831.172546387,887.379455566,136.846557617,831.260681152,295.125427246,2.51032376289,-1.47254955769
2017-09-28 19:00:00,845.918212891,891.219055176,138.088867188,846.006713867,295.066864014,2.7120308876,-1.68090724945
2017-09-28 19:15:00,856.089660645,893.78125,138.939910889,856.178466797,295.030670166,2.93716979027,-1.87820863724
2017-09-28 19:30:00,861.506958008,894.961486816,139.395568848,861.59588623,295.025390625,3.11290884018,-2.10284471512
2017-09-28 19:45:00,862.224304199,894.881774902,139.460723877,862.313232422,295.022277832,3.17026042938,-2.35913085938
2017-09-28 20:00:00,858.314208984,893.63684082,139.137207031,858.403015137,295.054260254,3.16790008545,-2.57952857018
2017-09-28 20:15:00,849.913330078,891.347473145,138.430252075,850.001953125,295.097351074,3.17511677742,-2.73022341728
2017-09-28 20:30:00,837.060791016,887.972290039,137.339767456,837.149047852,295.165557861,3.18493628502,-2.8049094677
2017-09-28 20:45:00,819.714111328,883.322570801,135.860290527,819.801818848,295.275878906,3.17190027237,-2.82646489143
2017-09-28 21:00:00,797.936157227,877.28302002,133.985244751,798.023132324,295.386962891,3.12767696381,-2.82841467857
2017-09-28 21:15:00,771.968322754,869.897766113,131.720962524,772.05456543,295.509399414,3.0901248455,-2.80126333237
2017-09-28 21:30:00,742.021057129,861.126586914,129.066497803,742.106323242,295.612884521,3.0835211277,-2.7772860527
2017-09-28 21:45:00,708.240356445,850.785095215,126.014602661,708.324584961,295.66104126,3.06900548935,-2.75334477425
2017-09-28 22:00:00,670.760864258,838.580932617,122.558799744,670.84387207,295.668518066,3.05652785301,-2.7730588913
2017-09-28 22:15:00,629.838989258,824.302368164,118.689567566,629.920471191,295.624389648,3.0253071785,-2.79336047173
2017-09-28 22:30:00,585.763305664,807.684631348,114.39214325,585.843078613,295.589355469,3.00049614906,-2.77559661865
2017-09-28 22:45:00,538.740112305,788.18536377,109.642990112,538.817993164,295.547790527,2.98741722107,-2.74670481682
2017-09-28 23:00:00,489.076385498,765.223022461,104.412223816,489.152069092,295.432250977,2.9642188549,-2.71870350838
2017-09-28 23:15:00,437.166656494,738.113586426,98.6643600464,437.239715576,295.203643799,2.95236301422,-2.75641345978
2017-09-28 23:30:00,383.45803833,705.948852539,92.3453674316,383.528106689,294.893188477,2.90157437325,-2.83004236221
2017-09-28 23:45:00,328.453796387,667.457580566,85.3757019043,328.520355225,294.542297363,2.78541254997,-2.90102529526
2017-09-29 00:00:00,272.76272583,620.898193359,77.6394424438,272.825073242,294.171325684,2.67557954788,-2.96109342575
2017-09-29 00:15:00,217.190322876,564.008850098,68.9615249634,217.247619629,293.82699585,2.52761530876,-2.99005365372
2017-09-29 00:30:00,162.734222412,493.512207031,59.0615463257,162.785354614,293.567199707,2.33662748337,-2.96186923981
2017-09-29 00:45:00,110.741851807,404.857788086,47.4758720398,110.785232544,293.329772949,2.20565581322,-2.84667110443
2017-09-29 01:00:00,78.4237289429,333.048156738,38.4831733704,78.4607467651,293.050628662,2.14607381821,-2.64815926552
2017-09-29 01:15:00,35.4532203674,197.7603302,22.623254776,35.4781761169,292.670410156,2.14805150032,-2.40029716492
2017-09-29 01:30:00,3.36527037621,0.0,3.70256638527,3.37051916122,292.245910645,2.13894701004,-2.06860232353
2017-09-29 01:45:00,0.0,0.0,0.0,0.0,291.896392822,2.03020310402,-1.72677981853
2017-09-29 02:00:00,0.0,0.0,0.0,0.0,291.609344482,1.92834079266,-1.54004108906
2017-09-29 02:15:00,0.0,0.0,0.0,0.0,291.355194092,1.87578868866,-1.46585464478
2017-09-29 02:30:00,0.0,0.0,0.0,0.0,291.113647461,1.80966472626,-1.45372903347
2017-09-29 02:45:00,0.0,0.0,0.0,0.0,290.876953125,1.75909280777,-1.42004072666
