,SWDOWN,SWDDNI,SWDDIF,SWDOWN_CLEAR,T2,U10,V10
2017-07-23 06:00:00,0.0,0.0,0.0,0.0,293.787445068,0.400792896748,-0.394766151905
2017-07-23 06:15:00,0.0,0.0,0.0,0.0,293.058227539,0.630590260029,-0.281943708658
2017-07-23 06:30:00,0.0,0.0,0.0,0.0,293.103485107,0.527615845203,-0.31901755929
2017-07-23 06:45:00,0.0,0.0,0.0,0.0,293.142211914,0.390132814646,-0.299800306559
2017-07-23 07:00:00,0.0,0.0,0.0,0.0,293.197906494,0.476817667484,-0.145027667284
2017-07-23 07:15:00,0.0,0.0,0.0,0.0,293.247741699,1.04361975193,-0.220440387726
2017-07-23 07:30:00,0.0,0.0,0.0,0.0,293.242004395,1.3646556139,-0.277685374022
2017-07-23 07:45:00,0.0,0.0,0.0,0.0,293.221893311,1.43817222118,-0.272541701794
2017-07-23 08:00:00,0.0,0.0,0.0,0.0,293.182037354,1.42753660679,-0.258489042521
2017-07-23 08:15:00,0.0,0.0,0.0,0.0,293.116424561,1.52551877499,-0.213382318616
2017-07-23 08:30:00,0.0,0.0,0.0,0.0,293.048828125,1.65838193893,-0.269032865763
2017-07-23 08:45:00,0.0,0.0,0.0,0.0,292.968963623,1.73421764374,-0.328804522753
2017-07-23 09:00:00,0.0,0.0,0.0,0.0,292.867950439,1.61302697659,-0.612811028957
2017-07-23 09:15:00,0.0,0.0,0.0,0.0,292.75604248,1.69492936134,-0.601948618889
2017-07-23 09:30:00,0.0,0.0,0.0,0.0,292.660369873,1.59414041042,-0.607074916363
2017-07-23 09:45:00,0.0,0.0,0.0,0.0,292.573486328,1.48491203785,-0.52121758461
2017-07-23 10:00:00,0.0,0.0,0.0,0.0,292.492889404,1.4876601696,-0.61262434721
2017-07-23 10:15:00,0.0,0.0,0.0,0.0,292.422454834,1.49017512798,-0.729762434959
2017-07-23 10:30:00,0.0,0.0,0.0,0.0,292.335327148,1.44520890713,-0.895272135735
2017-07-23 10:45:00,0.0,0.0,0.0,0.0,292.252380371,1.41861391068,-0.863485872746
2017-07-23 11:00:00,0.0,0.0,0.0,0.0,292.183563232,1.47498655319,-0.874583423138
2017-07-23 11:15:00,0.0,0.0,0.0,0.0,292.12109375,1.49049723148,-0.819510877132
2017-07-23 11:30:00,0.0,0.0,0.0,0.0,292.06918335,1.5697157383,-0.861749947071
2017-07-23 11:45:00,0.0,0.0,0.0,0.0,292.046142578,1.63188254833,-0.86085242033
2017-07-23 12:00:00,0.0,0.0,0.0,0.0,292.079528809,1.55914640427,-0.800752520561
2017-07-23 12:15:00,0.0,0.0,0.0,0.0,292.111999512,1.50837624073,-0.811576128006
2017-07-23 12:30:00,0.0,0.0,0.0,0.0,292.124298096,1.38627529144,-0.72546595335
2017-07-23 12:45:00,0.0,0.0,0.0,0.0,292.12298584,1.33848106861,-0.547979533672
2017-07-23 13:00:00,0.0,0.0,0.0,0.0,292.116729736,1.41780364513,-0.47789144516
2017-07-23 13:15:00,13.3065433502,9.30922033149e-06,14.8068027496,17.9124145508,292.117584229,1.45259380341,-0.389228671789
2017-07-23 13:30:00,34.9696083069,0.117689713836,37.4041976929,51.0364265442,292.134368896,1.45308041573,-0.378651887178
2017-07-23 13:45:00,61.6993179321,2.19797801971,63.6042633057,91.3344802856,292.15512085,1.31683421135,-0.340043306351
2017-07-23 14:00:00,93.0755615234,8.16617393494,91.6047286987,137.007415771,292.193115234,1.155408144,-0.277868270874
2017-07-23 14:15:00,129.210906982,35.0591049194,120.440582275,186.161651611,292.235626221,1.01281762123,-0.166752189398
2017-07-23 14:30:00,170.758514404,73.4993515015,148.569915771,237.349151611,292.29977417,0.943236112595,-0.071381367743
2017-07-23 14:45:00,217.912811279,122.180480957,174.725662231,290.299865723,292.369934082,0.893075406551,-0.0232198890299
2017-07-23 15:00:00,274.684356689,202.613525391,192.756454468,343.987640381,292.466308594,0.876829385757,0.0408683679998
2017-07-23 15:15:00,341.858734131,326.352203369,193.716873169,397.42098999,292.61630249,0.910787701607,0.113215222955
2017-07-23 15:30:00,411.410614014,458.684295654,181.089767456,450.229248047,292.80255127,0.954396188259,0.174549594522
2017-07-23 15:45:00,486.231414795,621.587341309,144.918579102,502.377044678,293.03704834,1.01763880253,0.213640347123
2017-07-23 16:00:00,553.33807373,745.616943359,110.033279419,553.41229248,293.338684082,1.09424436092,0.236585021019
2017-07-23 16:15:00,602.552490234,764.47467041,114.849342346,602.628601074,293.712585449,1.19315028191,0.252257227898
2017-07-23 16:30:00,650.422424316,781.117919922,119.367652893,650.500244141,294.061584473,1.2787027359,0.265577077866
2017-07-23 16:45:00,695.91998291,795.623352051,123.529426575,695.999328613,294.413543701,1.3709321022,0.280328094959
2017-07-23 17:00:00,738.952514648,808.280944824,127.364608765,739.03314209,294.767211914,1.50479090214,0.280677527189
2017-07-23 17:15:00,779.419799805,819.389465332,130.885772705,779.501647949,295.124328613,1.68091416359,0.268529683352
2017-07-23 17:30:00,817.038879395,829.083374023,134.093566895,817.121826172,295.468383789,1.86021506786,0.24567784369
2017-07-23 17:45:00,851.11126709,837.406494141,136.946746826,851.195129395,295.772705078,2.03762078285,0.192183673382
2017-07-23 18:00:00,882.12109375,844.633178711,139.504394531,882.205749512,296.041412354,2.14253759384,0.143417075276
2017-07-23 18:15:00,909.700744629,850.792297363,141.750518799,909.786132812,296.280914307,2.24557209015,0.104240760207
2017-07-23 18:30:00,933.583007812,856.017089844,143.662002563,933.668945312,296.484527588,2.32158660889,0.0717884227633
2017-07-23 18:45:00,953.590148926,860.221191406,145.246734619,953.676574707,296.672271729,2.38099503517,0.0412326939404
2017-07-23 19:00:00,964.745361328,862.503845215,146.125762939,964.832092285,296.867462158,2.45048904419,0.0285801105201
2017-07-23 19:15:00,978.122131348,865.17010498,147.176254272,978.209106445,297.050323486,2.53190326691,0.0233591813594
2017-07-23 19:30:00,987.4453125,866.971923828,147.906280518,987.532531738,297.207611084,2.62774085999,0.0162038486451
2017-07-23 19:45:00,992.679077148,867.954101562,148.314437866,992.766418457,297.335693359,2.70706558228,0.0292771626264
2017-07-23 20:00:00,993.804626465,868.142272949,148.395492554,993.891967773,297.449951172,2.78145337105,0.0522660389543
2017-07-23 20:15:00,990.824645996,867.545471191,148.151702881,990.911987305,297.561065674,2.90067529678,0.0699605420232
2017-07-23 20:30:00,983.716003418,866.114807129,147.585586548,983.803161621,297.639373779,3.02226209641,0.0826023519039
2017-07-23 20:45:00,972.518127441,863.834899902,146.699111938,972.604919434,297.668304443,3.11942028999,0.105678364635
2017-07-23 21:00:00,957.299499512,860.693725586,145.489456177,957.385986328,297.657562256,3.18017935753,0.133026316762
2017-07-23 21:15:00,938.129394531,856.643188477,143.957290649,938.215515137,297.623077393,3.22032546997,0.188506260514
2017-07-23 21:30:00,915.015075684,851.530883789,142.103363037,915.100585938,297.581359863,3.25634217262,0.304011523724
2017-07-23 21:45:00,888.253234863,845.48248291,139.929260254,888.33807373,297.519958496,3.2387945652,0.42991772294
2017-07-23 22:00:00,857.947021484,838.377990723,137.436691284,858.030944824,297.459228516,3.20068383217,0.557825505733
2017-07-23 22:15:00,824.258789062,830.12286377,134.626113892,824.341918945,297.399475098,3.15993881226,0.723326325417
2017-07-23 22:30:00,787.413024902,820.652587891,131.497619629,787.494995117,297.329162598,3.12870693207,0.909924685955
2017-07-23 22:45:00,747.57220459,809.780822754,128.048522949,747.653076172,297.217712402,3.06802034378,1.06668007374
2017-07-23 23:00:00,704.994445801,797.381347656,124.276672363,705.073974609,297.06854248,3.04489660263,1.14560008049
2017-07-23 23:15:00,659.876159668,783.181396484,120.176391602,659.954162598,296.862670898,2.98013877869,1.21705973148
2017-07-23 23:30:00,612.511657715,766.95904541,115.7394104,612.588012695,296.640228271,2.90743899345,1.26550984383
2017-07-23 23:45:00,563.176940918,748.37512207,110.951698303,563.251464844,296.398101807,2.82476472855,1.30171942711
2017-07-24 00:00:00,512.190795898,727.026000977,105.796966553,512.263183594,296.15335083,2.76348996162,1.32894194126
2017-07-24 00:15:00,459.930023193,702.449951172,100.253143311,460.000061035,295.895172119,2.71971297264,1.40693175793
2017-07-24 00:30:00,406.763000488,673.975463867,94.28565979,406.830291748,295.627410889,2.66859436035,1.54416787624
2017-07-24 00:45:00,353.138885498,640.809875488,87.8446960449,353.203125,295.350280762,2.63210988045,1.65246248245
2017-07-24 01:00:00,299.551361084,601.878540039,80.8614501953,299.612030029,295.038330078,2.59887433052,1.65784084797
2017-07-24 01:15:00,246.54196167,555.653686523,73.2350311279,246.598480225,294.695343018,2.49712085724,1.57299280167
2017-07-24 01:30:00,211.841674805,519.790771484,67.7203292847,211.895004272,294.397949219,2.41231250763,1.52530395985
2017-07-24 01:45:00,161.38949585,456.668670654,58.6400680542,161.437240601,294.107269287,2.27792882919,1.53182458878
2017-07-24 02:00:00,113.797790527,379.628082275,48.2967567444,113.838783264,293.850891113,2.046220541,1.59399437904
2017-07-24 02:15:00,70.5355682373,285.631744385,36.2239532471,70.5682220459,293.606201172,1.82143974304,1.64292013645
