,SWDOWN,SWDDNI,SWDDIF,SWDOWN_CLEAR,T2,U10,V10
2016-06-27 06:00:00,0.0,0.0,0.0,0.0,295.607849121,-0.336277186871,-0.904700577259
2016-06-27 06:15:00,0.0,0.0,0.0,0.0,295.458984375,0.000682189303916,-0.955592989922
2016-06-27 06:30:00,0.0,0.0,0.0,0.0,295.415649414,0.00875830836594,-0.945240199566
2016-06-27 06:45:00,0.0,0.0,0.0,0.0,295.310882568,0.175215229392,-0.968700110912
2016-06-27 07:00:00,0.0,0.0,0.0,0.0,295.228271484,0.141767516732,-0.816292345524
2016-06-27 07:15:00,0.0,0.0,0.0,0.0,295.131561279,0.150192797184,-0.990373134613
2016-06-27 07:30:00,0.0,0.0,0.0,0.0,294.991821289,0.306141793728,-1.10682737827
2016-06-27 07:45:00,0.0,0.0,0.0,0.0,294.857574463,0.527821958065,-1.34082984924
2016-06-27 08:00:00,0.0,0.0,0.0,0.0,294.641082764,0.944425225258,-2.49425053596
2016-06-27 08:15:00,0.0,0.0,0.0,0.0,294.459594727,0.0309851374477,-0.957759737968
2016-06-27 08:30:00,0.0,0.0,0.0,0.0,294.502990723,-0.198612943292,-0.252504378557
2016-06-27 08:45:00,0.0,0.0,0.0,0.0,294.544555664,-0.107078358531,-0.323386847973
2016-06-27 09:00:00,0.0,0.0,0.0,0.0,294.588623047,-0.0452147126198,0.148273572326
2016-06-27 09:15:00,0.0,0.0,0.0,0.0,294.63671875,-0.305227339268,0.427902728319
2016-06-27 09:30:00,0.0,0.0,0.0,0.0,294.685241699,-0.567994773388,0.523531198502
2016-06-27 09:45:00,0.0,0.0,0.0,0.0,294.767181396,-0.299193501472,0.269921690226
2016-06-27 10:00:00,0.0,0.0,0.0,0.0,295.013366699,-0.0136392461136,0.0368757471442
2016-06-27 10:15:00,0.0,0.0,0.0,0.0,295.205291748,0.121306277812,-0.391358971596
2016-06-27 10:30:00,0.0,0.0,0.0,0.0,295.266296387,-0.164145573974,-0.406557321548
2016-06-27 10:45:00,0.0,0.0,0.0,0.0,295.250274658,-0.1342895329,-0.500242173672
2016-06-27 11:00:00,0.0,0.0,0.0,0.0,295.152160645,0.236161887646,-0.494159638882
2016-06-27 11:15:00,0.0,0.0,0.0,0.0,295.128509521,0.686989724636,-0.545260488987
2016-06-27 11:30:00,0.0,0.0,0.0,0.0,295.031494141,0.722524166107,-0.62932831049
2016-06-27 11:45:00,0.0,0.0,0.0,0.0,294.888061523,0.729842662811,-0.430876433849
2016-06-27 12:00:00,0.0,0.0,0.0,0.0,294.648529053,0.847944736481,-0.273947119713
2016-06-27 12:15:00,0.0,0.0,0.0,0.0,294.096679688,1.17676639557,-0.155554592609
2016-06-27 12:30:00,0.0,0.0,0.0,0.0,293.830352783,1.24160814285,-0.141035377979
2016-06-27 12:45:00,0.0,0.0,0.0,0.0,293.604797363,1.30590164661,-0.203190460801
2016-06-27 13:00:00,15.4158496857,75.7449035645,12.6335763931,15.3974485397,293.593139648,2.17087936401,-0.400737702847
2016-06-27 13:15:00,46.3554039001,202.344299316,28.7791500092,46.7555274963,293.662567139,1.80910408497,-0.455373942852
2016-06-27 13:30:00,80.5233306885,232.103988647,48.5960083008,85.5421600342,293.847167969,0.851564109325,-0.310494631529
2016-06-27 13:45:00,121.391174316,300.04473877,64.8061523438,129.950775146,293.914978027,0.522502779961,-0.385415226221
2016-06-27 14:00:00,174.527038574,444.002288818,68.0839309692,178.341812134,294.056365967,0.287079900503,-0.520166456699
2016-06-27 14:15:00,229.160293579,544.375305176,70.8707580566,229.384857178,294.266723633,0.383270293474,-0.504348516464
2016-06-27 14:30:00,281.990692139,597.167053223,78.0728225708,282.057861328,294.498443604,0.549337029457,-0.172802135348
2016-06-27 14:45:00,335.339447021,635.73840332,86.3710327148,335.633056641,294.885162354,0.634415924549,0.168003752828
2016-06-27 15:00:00,386.082122803,647.099731445,100.718528748,389.60144043,295.070098877,0.252896785736,0.120677247643
2016-06-27 15:15:00,440.724395752,685.232421875,105.397964478,443.221069336,295.531799316,-0.0139249954373,-0.303115725517
2016-06-27 15:30:00,469.899169922,579.266906738,159.106765747,496.453918457,296.020294189,0.235949724913,-0.308059036732
2016-06-27 15:45:00,529.748657227,644.298461914,154.587905884,549.050598145,296.655914307,0.731931865215,-0.039197538048
2016-06-27 16:00:00,574.87878418,637.185119629,175.738113403,600.464782715,297.337554932,1.23896861076,0.501240670681
2016-06-27 16:15:00,645.718505859,767.495117188,132.466049194,650.074462891,297.827667236,1.3265465498,0.548660933971
2016-06-27 16:30:00,697.02166748,809.50012207,123.032829285,697.094726562,298.082214355,1.17500305176,-0.566296756268
2016-06-27 16:45:00,742.018127441,823.435974121,126.72946167,742.099853516,298.33770752,1.71276140213,-0.918783485889
2016-06-27 17:00:00,784.79901123,835.750427246,130.37677002,784.882019043,298.378295898,2.09860730171,-0.637511372566
2016-06-27 17:15:00,824.996826172,846.788330078,133.720718384,825.081054688,298.491943359,2.30315589905,-0.165004387498
2016-06-27 17:30:00,862.004516602,856.239135742,136.751953125,862.089660645,298.665924072,2.20272159576,0.034749917686
2016-06-27 17:45:00,895.683776855,864.329284668,139.472045898,895.769897461,298.923797607,2.08775830269,0.212133556604
2016-06-27 18:00:00,926.044494629,871.385559082,141.885101318,926.131347656,299.241241455,2.12721037865,0.36307233572
2016-06-27 18:15:00,952.657470703,877.20324707,143.985870361,952.744995117,299.500030518,2.37323617935,-0.0173030700535
2016-06-27 18:30:00,975.569763184,882.06427002,145.776062012,975.657958984,299.481140137,2.88518714905,-0.564120173454
2016-06-27 18:45:00,988.852233887,884.925842285,146.801696777,988.940734863,299.142730713,3.19768309593,-1.01841640472
