,n_clouds,LCL_srf,z_cloudbase,dLCL_decoupling,LCL_CB,z_inv_base,z_inv_top,sfc_inversion,top_inversion,qT_BL,qT_jump,qT_3km,thetaL_BL,thetaL_jump,thetaL_3km,wind_now,instant_u,instant_v,wind_mean_16h,wind_mean24h,wind_seabreeze_time,dq_decoupling,dtheta_decoupling,wellmixed_dtv,decoupled_dtv,wellmixed_dLCL,decoupled_dLCL,SST_instant,fog,onecloud,twoplusclouds,cloudnfog,precipitable_water,Tsrf,Tdew,DZ,decoupled_jones,Ocean_lcc,Zone1_lcc,Zone2_lcc,Zone3_lcc
2014-09-01 00:00:00,,1398.16014901088,,,,398.0,761.0,0.0,0.0,12.2968965517241,-8.3544361983032,3.94246035342093,300.468965517241,5.51646038771446,318.393045098125,3.60111943369825,2.31475495298264,2.7586175311922996,2.6043810190139105,2.5310725162564798,2014-08-31 15:55,,,0.0,0.0,0.0,0.0,296.17,0.0,0.0,0.0,0.0,18.418183673469397,300.95,290.95,5844.0,0.0,0.0,1.2779552715654952,0.0,0.0
2014-09-01 12:00:00,1.0,288.994001517584,305.0,16.0059984824159,297.65013127258703,407.0,754.0,0.0,0.0,12.760148148148101,-10.1348879250998,2.62526022304833,292.744074074074,10.5057746810567,319.215479160212,2.57222816692732,-0.879753846318804,2.41710382743927,2.3793110544077702,2.2292644113370095,2014-09-01 14:55,,,1.0,0.0,1.0,0.0,296.85,0.0,1.0,0.0,0.0,16.5378010204082,292.15,290.95,5840.0,0.0,80.0,81.94888178913739,71.65354330708661,63.30827067669172
2014-09-02 00:00:00,,1272.35795512166,,,,614.0,688.0,0.0,0.0,11.6645178197065,-10.4830920289522,1.18142579075426,298.869706498952,6.8989581839351795,320.539044127649,3.0866738003127794,1.5433369001563897,2.67313792426673,2.3793110544077702,2.2292644113370095,2014-09-01 14:55,,,0.0,0.0,0.0,0.0,296.07,0.0,0.0,0.0,0.0,11.8127857142857,299.75,290.75,5846.0,0.0,50.0,0.0,0.0,0.0
2014-09-02 12:00:00,1.0,465.893019647378,610.0,144.106980352622,532.633096002456,677.0,760.0,0.0,0.0,12.080342592592599,-8.13259675295568,3.94774583963691,293.606388888889,9.76724709837458,320.591388963881,1.5433369001563897,,,1.9291711251954902,1.6933835432271498,2014-09-02 15:55,,,1.0,0.0,1.0,0.0,296.65,0.0,1.0,0.0,0.0,19.3161530612245,292.95,290.35,5819.0,0.0,100.0,94.08945686900957,99.0813648293963,96.24060150375941
2014-09-03 00:00:00,,1147.26914735227,,,,695.0,808.0,0.0,0.0,12.2116756272401,-8.393119216983731,3.8185564102564102,299.037275985663,7.93845423283261,319.012379432157,3.60111943369825,3.60111943369825,6.615149081738829e-16,1.9291711251954902,1.6933835432271498,2014-09-02 15:55,1.6648623853211,0.8200305810397591,0.0,0.0,0.0,0.0,296.43,0.0,0.0,0.0,0.0,18.8155816326531,299.35,291.35,5839.0,1.0,0.0,0.0,0.0,0.0
2014-09-03 12:00:00,1.0,567.167347871903,590.0,22.8326521280969,567.167347871903,800.0,914.0,0.0,0.0,12.7072171945701,-9.79584485996106,2.91137233460908,295.026696832579,9.410000094073212,320.696641665781,2.05778253354186,1.9336830619514098,-0.7038030770550441,2.57222816692732,2.20782917661262,2014-09-03 18:55,0.609605263157896,-0.436842105263167,1.0,0.0,1.0,0.0,296.65,0.0,1.0,0.0,0.0,19.353678571428603,294.35,290.95,5806.0,1.0,100.0,99.36102236421725,100.0,100.0
2014-09-04 00:00:00,,1020.8986298313199,,,,818.0,922.0,0.0,0.0,12.079889867841402,-9.75549290926773,2.32439695857368,297.287004405286,8.25751178356472,317.824501350695,3.60111943369825,3.54641033782897,0.625327827222669,2.57222816692732,2.20782917661262,2014-09-03 18:55,1.19519230769231,1.40961538461539,0.0,0.0,0.0,0.0,296.63,0.0,0.0,0.0,0.0,16.7203316326531,297.75,290.75,5802.0,1.0,0.0,0.0,0.0,0.0
2014-09-04 12:00:00,1.0,465.95684334275705,518.0,52.0431566572433,488.22863899631403,894.0,1143.0,0.0,0.0,12.088678996036998,-10.428353217000199,1.66032577903683,294.279590488771,10.3089518290269,317.838991067472,2.05778253354186,0.35733018698438207,-2.0265201930451204,3.0866738003127794,2.61338381759816,2014-09-04 16:55,0.916707746478872,-1.0616197183098801,1.0,0.0,1.0,0.0,296.85,0.0,1.0,0.0,0.0,18.800765306122397,293.15,290.55,5772.0,1.0,100.0,99.68051118210863,100.0,100.0
2014-09-05 00:00:00,,1021.2396587365599,,,,778.0,939.0,0.0,0.0,12.006232449298,-9.7322551765707,2.27397727272727,297.316146645866,8.665966942323001,317.904400874325,3.0866738003127794,2.90052459292712,-1.05570461558257,3.0866738003127794,2.61338381759816,2014-09-04 16:55,1.4536309523809499,1.59494047619046,0.0,0.0,0.0,0.0,296.83,0.0,0.0,0.0,0.0,17.4929234693878,298.15,291.15,5785.0,1.0,30.0,0.0,0.0,0.0
2014-09-05 12:00:00,1.0,352.206766272759,610.0,257.793233727241,431.613205186017,627.0,879.0,0.0,0.0,12.7853979591837,-9.801846457037751,2.98355150214592,293.853775510204,11.118517476319301,317.20473672173097,0.0,-0.0,-0.0,3.0223680961396004,2.6339616429335697,2014-09-05 14:55,,,0.0,1.0,0.0,1.0,296.77,0.0,1.0,0.0,0.0,18.2829642857143,292.35,290.65,5794.0,0.0,100.0,99.20127795527156,97.24409448818899,72.93233082706767
2014-09-06 00:00:00,,1021.7512756313301,,,,551.0,766.0,0.0,0.0,12.671268115941999,-6.0041691478369605,6.667098968105071,298.168115942029,10.1979893087322,314.73057955021,3.60111943369825,3.38394535841497,-1.23165538484633,3.0223680961396004,2.6339616429335697,2014-09-05 14:55,,,0.0,0.0,0.0,0.0,296.57,0.0,0.0,0.0,0.0,24.758780612244898,298.75,291.75,5813.0,0.0,0.0,0.0,0.0,0.0
2014-09-06 12:00:00,1.0,238.468525697644,180.0,-58.4685256976443,,400.0,664.0,0.0,0.0,14.065323193916301,-4.32175417034732,9.74356902356902,294.14467680608396,10.1840969199377,316.001596295611,2.57222816692732,0.8797538463188059,-2.4171038274392598,3.24743806074574,2.93662715724202,2014-09-06 14:55,,,0.0,0.0,1.0,0.0,296.95,0.0,1.0,0.0,0.0,34.009647959183695,292.95,292.15,5800.0,0.0,100.0,34.185303514377,51.31233595800525,64.81203007518796
2014-09-07 00:00:00,,1274.5428508300802,,,,380.0,462.0,0.0,0.0,14.2770987654321,-6.415012084671,7.8620866807611,301.36851851851895,6.67742112473263,314.74286010942,3.60111943369825,3.38394535841497,-1.23165538484633,3.24743806074574,2.93662715724202,2014-09-06 14:55,,,0.0,0.0,0.0,0.0,296.75,0.0,0.0,0.0,0.0,34.3529540816327,301.75,292.75,5818.0,0.0,0.0,0.0,2.230971128608924,6.165413533834586
2014-09-07 12:00:00,,415.783077443342,,,,137.0,580.0,1.0,0.0,,,,,,,3.0866738003127794,1.05570461558257,-2.90052459292712,2.47576961066754,2.07921776826625,2014-09-07 14:55,,,0.0,0.0,0.0,0.0,296.85,0.0,0.0,0.0,0.0,41.1965357142857,294.15,291.95,5809.0,0.0,0.0,0.0,0.0,0.0
2014-09-08 00:00:00,,1651.3160261598498,,,,428.0,610.0,0.0,0.0,13.7222164948454,-3.2387040981511404,10.483512396694199,304.135567010309,2.17050300646491,313.123878675444,4.115565067083709,4.05304038609025,0.7146603739687641,2.47576961066754,2.07921776826625,2014-09-07 14:55,,,0.0,0.0,0.0,0.0,296.65,0.0,0.0,0.0,0.0,46.6016326530612,304.55,292.55,5816.0,0.0,80.0,22.20447284345048,14.829396325459314,8.270676691729323
2014-09-08 12:00:00,1.0,681.3692012882129,2225.0,1543.6307987117902,817.351296958041,324.0,542.0,0.0,0.0,13.5233689839572,-7.1600954719172405,6.363273512039981,305.508397815202,-3.07951558045465,313.179358253019,1.5433369001563897,-0.99203783699256,1.18226465622527,2.1220882377150403,1.4790311959832099,2014-09-08 15:55,,,0.0,1.0,0.0,1.0,296.17,0.0,1.0,0.0,0.0,39.7142346938775,296.35,292.05,5785.0,0.0,40.0,18.21086261980831,4.724409448818896,3.9097744360902262
2014-09-09 00:00:00,,2876.8194756230396,,,,,,,,,,,,,,4.63001070046917,4.63001070046917,8.505191676521351e-16,2.1220882377150403,1.4790311959832099,2014-09-08 15:55,,,0.0,0.0,0.0,0.0,296.55,0.0,0.0,0.0,0.0,23.0580153061224,305.15,283.15,5788.0,0.0,0.0,83.06709265175718,64.04199475065617,47.06766917293235
2014-09-09 12:00:00,3.0,1144.1579109837,2928.0,1783.8420890163,2893.7992365301598,982.0,1040.0,0.0,0.0,,,,,,,2.05778253354186,-1.9336830619514098,-0.703803077055043,2.6365338711004997,1.9343155815293402,2014-09-09 17:55,-6.05554867710704,-1.6752219693927402,0.0,1.0,0.0,1.0,297.17,0.0,0.0,1.0,0.0,48.3926071428571,296.15,288.15,5767.0,0.0,0.0,4.472843450479234,9.317585301837275,0.6015037593984963
2014-09-10 00:00:00,,1274.7614106731098,,,,685.0,817.0,0.0,0.0,14.537828467153302,-5.78789077244923,8.74993769470405,300.427919708029,2.74789224044815,312.731873290568,4.63001070046917,3.5467939686758196,-2.97611351097768,2.6365338711004997,1.9343155815293402,2014-09-09 17:55,1.3722647058823503,2.05852941176465,0.0,0.0,0.0,0.0,296.43,0.0,0.0,0.0,0.0,36.8159591836735,301.95,292.95,5785.0,1.0,0.0,1.5974440894568689,0.0,0.0
2014-09-10 12:00:00,,263.723992346492,,,,137.0,172.0,1.0,0.0,,,,,,,1.5433369001563897,-0.771668450078196,-1.33656896213336,2.66868672318709,2.07921776826625,2014-09-10 16:55,,,0.0,0.0,0.0,0.0,296.87,0.0,0.0,0.0,0.0,30.240214285714302,292.35,291.35,5767.0,0.0,0.0,11.821086261980831,8.136482939632545,6.315789473684211
2014-09-11 00:00:00,,1893.35422126287,,,,553.0,692.0,0.0,0.0,9.448629807692312,0.40504157212241604,9.85367137981472,300.466105769231,4.77293858379119,314.109884263858,4.63001070046917,4.3507868893906805,-1.58355692337385,2.66868672318709,2.07921776826625,2014-09-10 16:55,0.599913294797688,1.4815028901733702,0.0,0.0,0.0,0.0,296.33,0.0,0.0,0.0,0.0,33.6707346938775,301.35,287.35,5795.0,1.0,0.0,0.1597444089456869,0.5249343832020997,0.0
2014-09-11 12:00:00,,717.292388226765,,,,137.0,412.0,1.0,0.0,,,,,,,2.05778253354186,1.3227171159900801,-1.57635287496703,2.9580623919664197,2.4007462891321603,2014-09-11 14:55,,,0.0,0.0,0.0,0.0,295.35,0.0,0.0,0.0,0.0,30.4360255102041,293.15,288.55,5780.0,0.0,0.0,11.341853035143773,16.666666666666664,13.834586466165414
2014-09-12 00:00:00,,2140.6035525462303,,,,565.0,821.0,0.0,0.0,8.905081775700928,-0.9305396321005179,7.97454214360042,301.57978971962604,6.324455346918111,314.485499111144,4.63001070046917,3.5467939686758196,-2.97611351097768,2.9580623919664197,2.4007462891321603,2014-09-11 14:55,,,0.0,0.0,0.0,0.0,295.83,0.0,0.0,0.0,0.0,29.2403826530612,302.35,286.35,5803.0,0.0,0.0,0.0,0.0,0.0
2014-09-12 12:00:00,,465.70156960642,,,,137.0,393.0,1.0,0.0,,,,,,,1.5433369001563897,3.78008518956505e-16,-1.5433369001563897,2.76514527944687,2.4650519933053503,2014-09-12 15:55,,,0.0,0.0,0.0,0.0,296.73,0.0,0.0,0.0,0.0,27.8362653061224,292.35,289.75,5798.0,0.0,0.0,12.300319488817893,15.091863517060366,13.082706766917292
2014-09-13 00:00:00,,1399.61400007683,,,,446.0,756.0,0.0,0.0,13.5149676375405,-7.57101192541162,5.943955712128839,301.676537216828,8.02588853947856,315.511933677817,3.0866738003127794,2.36452931245055,-1.98407567398512,2.76514527944687,2.4650519933053503,2014-09-12 15:55,,,0.0,0.0,0.0,0.0,295.93,0.0,0.0,0.0,0.0,28.514163265306102,302.15,292.15,5812.0,0.0,0.0,0.0,0.0,1.0526315789473684
2014-09-13 12:00:00,1.0,137.0,137.0,0.0,,137.0,647.0,1.0,0.0,,,,,,,2.05778253354186,0.35733018698438207,-2.0265201930451204,3.3117437649189196,2.81992421263143,2014-09-13 14:55,,,1.0,0.0,1.0,0.0,296.23,1.0,1.0,0.0,0.0,29.316193877550997,293.35,293.35,5815.0,0.0,0.0,3.0351437699680512,6.167979002624673,1.5037593984962403
2014-09-14 00:00:00,,1651.60582360374,,,,459.0,562.0,0.0,0.0,13.552484472049699,-7.3658705334894,6.18661393856029,304.81319875776404,6.85392831747959,316.599140996079,3.0866738003127794,2.36452931245055,-1.98407567398512,3.3117437649189196,2.81992421263143,2014-09-13 14:55,,,0.0,0.0,0.0,0.0,294.83,0.0,0.0,0.0,0.0,29.223061224489797,304.75,292.75,5831.0,0.0,0.0,0.3194888178913738,0.0,0.0
2014-09-14 12:00:00,,377.734117369923,,,,137.0,621.0,1.0,0.0,,,,,,,2.05778253354186,1.02889126677093,-1.7820919495111498,2.41146390649436,1.9077358904710902,2014-09-14 14:55,,,0.0,0.0,0.0,0.0,296.03,0.0,0.0,0.0,0.0,31.340137755102,293.55,291.65,5817.0,0.0,0.0,3.674121405750799,3.543307086614173,1.6541353383458646
2014-09-15 00:00:00,,2393.86761505904,,,,431.0,477.0,0.0,0.0,10.573095238095199,-1.80133221956037,8.77176301853486,306.380612244898,3.36308277761088,316.56458508699404,2.57222816692732,2.22761493688894,-1.28611408346366,2.41146390649436,1.9077358904710902,2014-09-14 14:55,,,0.0,0.0,0.0,0.0,295.73,0.0,0.0,0.0,0.0,36.7040357142857,306.55,288.55,5833.0,0.0,0.0,0.0,2.8871391076115485,6.7669172932330826
2014-09-15 12:00:00,,289.378067862505,,,,137.0,280.0,1.0,0.0,,,,,,,2.05778253354186,-1.57635287496703,-1.3227171159900801,2.79729813153346,2.33644058495898,2014-09-15 14:55,,,0.0,0.0,0.0,0.0,297.35,0.0,0.0,0.0,0.0,33.1851632653061,294.75,293.55,5824.0,0.0,0.0,1.9169329073482428,1.0498687664041997,0.0
2014-09-16 00:00:00,,2271.4203899181302,,,,357.0,469.0,0.0,0.0,11.402999999999999,-2.26425549692172,9.13874450307828,306.442272727273,3.56475882834746,317.276678087258,3.0866738003127794,2.36452931245055,-1.98407567398512,2.79729813153346,2.33644058495898,2014-09-15 14:55,,,0.0,0.0,0.0,0.0,297.05,0.0,0.0,0.0,0.0,37.43375,306.55,289.55,5842.0,0.0,0.0,0.0,0.5249343832020997,0.0
2014-09-16 12:00:00,,668.170397177865,,,,137.0,623.0,1.0,0.0,,,,,,,0.0,-0.0,-0.0,2.66868672318709,2.2721348807857997,2014-09-16 15:55,,,0.0,0.0,0.0,0.0,297.55,0.0,0.0,0.0,0.0,34.6833112244898,295.15,290.95,5837.0,0.0,0.0,4.15335463258786,2.3622047244094486,0.0
2014-09-17 00:00:00,,2399.45020156928,,,,276.0,436.0,0.0,0.0,12.67,-0.33532517061421196,12.3346748293858,309.4,2.12426176315029,313.82851829233397,5.6589019672401,1.93545846190137,-5.31762842036638,2.66868672318709,2.2721348807857997,2014-09-16 15:55,,,0.0,0.0,0.0,0.0,297.33,0.0,0.0,0.0,0.0,46.1985,309.15,291.15,5840.0,0.0,0.0,21.24600638977636,46.981627296587924,34.285714285714285
2014-09-17 12:00:00,,606.27717532611,,,,137.0,219.0,1.0,0.0,,,,,,,1.5433369001563897,1.18226465622527,-0.99203783699256,3.53681372952506,2.7222748099980802,2014-09-17 14:55,,,0.0,0.0,0.0,0.0,297.47,0.0,0.0,0.0,0.0,44.738423469387705,297.35,293.65,5819.0,0.0,0.0,0.0,0.0,0.0
2014-09-18 00:00:00,,1649.28793823647,,,,482.0,610.0,0.0,0.0,12.969652173913,-2.40189478805808,10.567757385855,303.12,4.14717024343838,314.698740529338,4.115565067083709,3.5641838990222996,-2.05778253354186,3.53681372952506,2.7222748099980802,2014-09-17 14:55,,,0.0,0.0,0.0,0.0,296.63,0.0,0.0,0.0,0.0,41.171984693877505,303.15,291.15,5826.0,0.0,0.0,0.0,0.0,0.7518796992481203
2014-09-18 12:00:00,1.0,377.687405757678,410.0,32.312594242322,377.687405757678,536.0,812.0,0.0,0.0,14.3709022556391,-7.82546778961968,6.54543446601942,295.630827067669,7.10850466904986,314.764798064793,0.0,-0.0,-0.0,2.86160383570664,2.14009383488353,2014-09-18 18:55,,,0.0,1.0,1.0,0.0,296.95,0.0,1.0,0.0,0.0,31.7947346938775,293.35,291.45,5789.0,0.0,50.0,12.300319488817893,26.377952755905515,19.097744360902254
2014-09-19 00:00:00,,896.4595335423129,,,,559.0,623.0,0.0,0.0,13.3521208530806,-7.01133547572208,6.340785377358491,297.75343601895696,2.17510311745258,313.659260085085,5.14445633385464,5.066300482612809,-0.893325467460953,2.86160383570664,2.14009383488353,2014-09-18 18:55,,,0.0,0.0,0.0,0.0,296.33,0.0,0.0,0.0,0.0,22.909214285714302,298.75,292.75,5775.0,0.0,90.0,11.341853035143773,3.674540682414698,0.15037593984962408
2014-09-19 12:00:00,1.0,491.50020161459395,769.0,277.499798385406,608.594904645022,1222.0,1468.0,0.0,0.0,12.0570875576037,-5.132839831921389,6.92424772568229,295.099384615385,4.675277387049849,313.666354053882,1.5433369001563897,0.527852307791283,-1.45026229646356,3.4403551732652904,2.85088621834445,2014-09-19 14:55,1.63610099337748,-2.46423446862184,0.0,0.0,0.0,1.0,296.43,0.0,1.0,0.0,0.0,32.1817755102041,294.15,291.35,5742.0,1.0,100.0,94.40894568690096,98.16272965879264,99.69924812030077
2014-09-20 00:00:00,,1020.7281301463302,,,,707.0,847.0,0.0,0.0,12.1098684210526,-6.9494517543859695,5.16041666666667,296.631052631579,3.8871292635153596,313.706432688796,4.63001070046917,4.55967043435153,-0.8039929207148578,3.4403551732652904,2.85088621834445,2014-09-19 14:55,1.285,2.0,0.0,0.0,0.0,0.0,296.05,0.0,0.0,0.0,0.0,24.5041275510204,297.55,290.55,5752.0,1.0,0.0,0.4792332268370607,0.0,0.0
2014-09-20 12:00:00,1.0,541.668741780205,600.0,58.331258219795195,570.582914129069,857.0,941.0,0.0,0.0,12.1376875,-6.76968995700246,5.36799754299754,294.135625,4.47978655537929,313.432989305213,1.5433369001563897,-1.18226465622527,0.99203783699256,2.68654941879076,1.9625148236556598,2014-09-20 14:55,0.590647773279352,-0.6848178137652211,1.0,0.0,1.0,0.0,295.25,0.0,1.0,0.0,0.0,23.8739795918367,293.55,290.35,5735.0,1.0,40.0,97.92332268370608,82.1522309711286,66.01503759398496
2014-09-21 00:00:00,,1020.55764033334,,,,860.0,945.0,0.0,0.0,10.844017980636199,-7.761004248414559,3.0830137322216804,296.036099585062,5.507525557244261,313.067969587748,3.60111943369825,3.38394535841497,-1.23165538484633,2.68654941879076,1.9625148236556598,2014-09-20 14:55,1.3744,1.1412000000000302,0.0,0.0,0.0,0.0,295.05,0.0,0.0,0.0,0.0,17.6332653061224,297.35,290.35,5726.0,1.0,0.0,0.0,0.0,0.0
2014-09-21 12:00:00,1.0,516.415186857088,614.0,97.58481314291241,570.505537214778,1179.0,1345.0,0.0,0.0,11.5297936660269,-9.37961475830559,2.1501789077212803,294.328790786948,8.7361745305526,312.42467083636,0.0,-0.0,-0.0,3.51033491015963,2.8397398962877594,2014-09-21 15:55,1.4900251572327,-2.6062264150943397,1.0,0.0,1.0,0.0,295.05,0.0,1.0,0.0,0.0,19.6533469387755,293.35,290.35,5731.0,1.0,20.0,97.60383386581469,97.76902887139109,88.57142857142857
2014-09-22 00:00:00,,1146.2965702288,,,,807.0,967.0,0.0,0.0,11.3120820895522,-8.51780477862787,2.7942773109243704,296.736865671642,6.602670911515699,314.10626419927996,5.14445633385464,3.94088218741758,-3.3067927899752,3.51033491015963,2.8397398962877594,2014-09-21 15:55,1.5303933747412,1.8072463768116298,0.0,0.0,0.0,0.0,294.95,0.0,0.0,0.0,0.0,16.2544540816327,298.35,290.35,5776.0,1.0,0.0,0.0,0.0,0.0
2014-09-22 12:00:00,1.0,263.650131272589,305.0,41.3498687274109,286.046416621821,533.0,716.0,0.0,0.0,12.758977272727302,-7.862149448356281,4.89682782437099,292.80416666666696,6.86405102008302,315.668272557805,1.5433369001563897,-0.771668450078196,-1.33656896213336,2.47576961066754,2.1006530029906396,2014-09-22 14:55,,,0.0,0.0,1.0,0.0,295.15,0.0,1.0,0.0,0.0,19.1938520408163,291.75,290.75,5779.0,0.0,100.0,28.913738019169326,43.438320209973746,35.48872180451128
2014-09-23 00:00:00,,1021.4101879166001,,,,467.0,668.0,0.0,0.0,12.756303030302998,-10.863486964579598,1.8928160657234099,297.196818181818,5.555535323751429,315.741781668123,4.115565067083709,3.15270574993406,-2.6454342319801603,2.47576961066754,2.1006530029906396,2014-09-22 14:55,,,0.0,0.0,0.0,0.0,295.05,0.0,0.0,0.0,0.0,12.146433673469401,298.35,291.35,5808.0,0.0,0.0,0.0,0.0,0.0
2014-09-23 12:00:00,1.0,200.372278238215,137.0,-63.3722782382152,,381.0,662.0,0.0,0.0,12.7308196721311,-8.87787637563908,3.85294329649207,291.981967213115,11.0447529619051,315.298487981469,2.05778253354186,1.02889126677093,-1.7820919495111498,3.2867359910737997,2.78181712867695,2014-09-23 14:55,,,1.0,0.0,1.0,0.0,295.55,1.0,1.0,0.0,0.0,16.5311632653061,291.75,291.25,5802.0,0.0,70.0,43.45047923322685,45.14435695538058,30.22556390977444
2014-09-24 00:00:00,,1398.64470818965,,,,389.0,535.0,0.0,0.0,12.5775,-5.915977611940299,6.6615223880597005,300.842261904762,5.33099448895359,314.044193634244,4.115565067083709,3.5641838990222996,-2.05778253354186,3.2867359910737997,2.78181712867695,2014-09-23 14:55,,,0.0,0.0,0.0,0.0,295.25,0.0,0.0,0.0,0.0,22.2099744897959,301.35,291.35,5828.0,0.0,0.0,0.0,0.0,0.0
2014-09-24 12:00:00,1.0,136.999999999992,137.0,7.58859641791787e-12,136.999999999992,251.0,662.0,0.0,0.0,13.65,-5.87858409199808,7.77141590800192,292.45,12.5244118285186,314.446474266936,0.0,-0.0,-0.0,3.24743806074574,2.5516503415919,2014-09-24 15:55,,,1.0,0.0,1.0,0.0,294.67,1.0,1.0,0.0,0.0,26.987693877551,291.95,291.95,5804.0,0.0,0.0,15.495207667731625,20.20997375328084,10.977443609022558
2014-09-25 00:00:00,,1895.7086649820399,,,,443.0,497.0,0.0,0.0,10.911013071895402,-2.4880099552436,8.42300311665183,302.07287581699296,5.348167147233941,315.45548077737004,3.60111943369825,2.7586175311922996,-2.31475495298264,3.24743806074574,2.5516503415919,2014-09-24 15:55,,,0.0,0.0,0.0,0.0,294.43,0.0,0.0,0.0,0.0,31.7995663265306,302.75,288.75,5821.0,0.0,0.0,0.0,0.0,0.0
2014-09-25 12:00:00,,377.407189032433,,,,137.0,180.0,1.0,0.0,,,,,,,2.05778253354186,1.02889126677093,-1.7820919495111498,3.0866738003127794,2.50792246275414,2014-09-25 17:55,,,0.0,0.0,0.0,0.0,295.55,0.0,0.0,0.0,0.0,34.4964489795918,292.15,290.25,5801.0,0.0,0.0,1.9169329073482428,2.230971128608924,0.0
2014-09-26 00:00:00,,1397.1912053667902,,,,450.0,532.0,0.0,0.0,11.9590255591054,-2.75529813365394,9.20372742545149,299.314376996805,4.85832321957514,315.836594326831,4.115565067083709,3.15270574993406,-2.6454342319801603,3.0866738003127794,2.50792246275414,2014-09-25 17:55,,,0.0,0.0,0.0,0.0,294.55,0.0,0.0,0.0,0.0,34.2600051020408,300.15,290.15,5800.0,0.0,0.0,0.0,0.0,0.0
2014-09-26 12:00:00,,415.45874247842397,,,,137.0,241.0,1.0,0.0,,,,,,,0.0,-0.0,-0.0,3.2009950521762205,2.6909463900162702,2014-09-26 14:55,,,0.0,0.0,0.0,0.0,294.77,0.0,0.0,0.0,0.0,37.306581632653106,292.95,290.75,5782.0,0.0,0.0,5.5910543130990416,5.511811023622045,1.8045112781954888
2014-09-27 00:00:00,,1021.0691393681099,,,,584.0,648.0,0.0,0.0,11.9598993288591,-4.406683879813,7.55321544904607,296.808389261745,2.5081640300125496,313.84918269772703,4.115565067083709,4.05304038609025,-0.7146603739687629,3.2009950521762205,2.6909463900162702,2014-09-26 14:55,,,0.0,0.0,0.0,0.0,294.53,0.0,0.0,0.0,0.0,32.3337295918367,297.95,290.95,5747.0,0.0,0.0,0.0,0.0,0.0
2014-09-27 12:00:00,1.0,301.18802329951,764.0,462.81197670049005,660.36970313022,874.0,939.0,0.0,0.0,10.2574219810041,-9.130159108375349,1.12726287262873,292.309970674487,3.4619721883388994,312.332233225694,1.5433369001563897,-0.771668450078196,1.33656896213336,2.6043810190139105,2.2935701155101897,2014-09-27 14:55,2.1803869047619,-1.94737554112555,0.0,1.0,0.0,1.0,294.55,0.0,1.0,0.0,0.0,13.387520408163303,289.35,288.05,5680.0,1.0,0.0,16.45367412140575,37.2703412073491,41.80451127819549
2014-09-28 00:00:00,,1019.7053400591001,,,,1705.0,1829.0,0.0,0.0,7.6112531887755095,-6.72061314501183,0.8906400437636759,296.344292091837,5.28715429429747,308.942774993996,4.63001070046917,4.3507868893906805,1.58355692337385,2.6043810190139105,2.2935701155101897,2014-09-27 14:55,7.5975178571428605,-3.83418019480519,0.0,0.0,0.0,0.0,293.75,0.0,0.0,0.0,0.0,15.4667397959184,296.35,289.35,5636.0,1.0,20.0,0.9584664536741214,4.855643044619423,13.383458646616544
2014-09-28 12:00:00,1.0,301.12409960490504,1199.0,897.8759003950951,1102.5441160694,1199.0,1275.0,0.0,0.0,9.41189736346516,-6.35739123267497,3.05450613079019,292.17074861367803,4.22597196816628,307.39855985310396,2.57222816692732,-2.57222816692732,-1.5750354956521002e-16,3.3438966170055098,3.0009328614152,2014-09-28 14:55,2.10103240438052,-2.1210083632995502,0.0,1.0,0.0,1.0,294.07,0.0,1.0,0.0,0.0,18.0372244897959,288.95,287.65,5641.0,1.0,90.0,29.552715654952078,44.88188976377953,51.42857142857142
2014-09-29 00:00:00,,1019.02367961615,,,,1127.0,1261.0,0.0,0.0,9.89624242424242,-8.14434924916824,1.75189317507418,294.570505050505,3.03766232992808,309.563461551494,4.63001070046917,4.3507868893906805,1.58355692337385,3.3438966170055098,3.0009328614152,2014-09-28 14:55,1.41311743341404,0.5552461662630319,0.0,0.0,0.0,0.0,294.05,0.0,0.0,0.0,0.0,16.3718826530612,295.55,288.55,5686.0,1.0,0.0,14.217252396166133,26.640419947506558,18.796992481203013
2014-09-29 12:00:00,,237.97613401332,,,,137.0,197.0,1.0,0.0,,,,,,,2.05778253354186,-1.9336830619514098,0.703803077055043,3.50466087743847,3.00093286141521,2014-09-29 14:55,,,0.0,0.0,0.0,0.0,294.15,0.0,0.0,0.0,0.0,21.696040816326498,287.95,287.15,5690.0,0.0,10.0,1.5974440894568689,2.493438320209974,0.0
2014-09-30 00:00:00,,894.4094423336819,,,,491.0,572.0,0.0,0.0,11.4783050847458,-7.619350948440571,3.8589541363051896,295.08418079096003,2.3487076975901,311.809790049402,4.115565067083709,2.6454342319801603,-3.15270574993406,3.50466087743847,3.00093286141521,2014-09-29 14:55,,,0.0,0.0,0.0,0.0,293.85,0.0,0.0,0.0,0.0,17.752163265306102,295.95,289.95,5737.0,0.0,0.0,0.0,0.0,0.0
2014-09-30 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.5974440894568689,3.2808398950131235,0.0
2014-10-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
