Date,Cloudy test,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,RMSE,CRMSE,BIAS,Rs,pval
7/7/14 12:00,1,8/22/14 12:00,7/20/17 12:00,8/1/16 12:00,7/18/17 12:00,9/17/15 12:00,9/18/14 12:00,7/19/14 12:00,8/21/16 12:00,7/18/14 12:00,8/24/14 12:00,9/17/16 12:00,5/20/15 12:00,6/23/15 12:00,7/12/14 12:00,9/27/14 12:00,38.31851144,28.99874631,-25.04757536,0.998611433,1.84E-60
7/8/14 12:00,2,8/22/17 12:00,8/8/17 12:00,8/30/14 12:00,8/11/14 12:00,8/10/17 12:00,6/25/15 12:00,8/11/17 12:00,8/14/16 12:00,9/1/16 12:00,8/18/16 12:00,7/9/14 12:00,8/2/15 12:00,7/14/17 12:00,8/3/15 12:00,7/18/16 12:00,37.07321436,31.58174913,-19.41690872,0.999074288,1.65E-64
7/9/14 12:00,2,8/13/17 12:00,8/2/15 12:00,8/25/16 12:00,8/1/15 12:00,8/3/15 12:00,7/2/14 12:00,8/1/14 12:00,7/3/14 12:00,8/12/17 12:00,8/8/17 12:00,8/10/17 12:00,7/22/17 12:00,8/19/17 12:00,7/18/16 12:00,6/29/14 12:00,49.70578424,43.13332638,-24.70184491,0.998380005,6.36E-59
7/10/14 12:00,2,8/7/15 12:00,8/7/16 12:00,8/14/17 12:00,7/16/16 12:00,8/13/17 12:00,8/20/17 12:00,8/24/17 12:00,8/19/17 12:00,7/8/16 12:00,7/27/15 12:00,9/2/16 12:00,7/2/14 12:00,8/26/16 12:00,8/1/15 12:00,6/29/14 12:00,71.24123537,58.25060341,-41.01439771,0.990881385,1.07E-41
7/11/14 12:00,2,8/9/14 12:00,8/13/14 12:00,7/28/17 12:00,9/3/14 12:00,8/21/17 12:00,8/19/17 12:00,7/22/17 12:00,9/11/16 12:00,8/18/17 12:00,8/23/17 12:00,8/24/17 12:00,7/7/15 12:00,7/3/15 12:00,8/15/17 12:00,8/1/14 12:00,108.4296453,93.15578265,-55.48863065,0.98855428,1.94E-39
7/12/14 12:00,1,9/18/14 12:00,8/1/16 12:00,7/19/14 12:00,7/18/17 12:00,7/29/17 12:00,7/13/14 12:00,9/17/15 12:00,7/23/15 12:00,7/9/16 12:00,7/20/17 12:00,7/19/16 12:00,9/17/16 12:00,8/21/16 12:00,8/22/14 12:00,7/7/14 12:00,29.59025055,29.56249647,1.281300016,0.999074288,1.65E-64
7/13/14 12:00,1,7/19/16 12:00,7/18/17 12:00,8/13/16 12:00,9/18/14 12:00,7/16/17 12:00,7/19/14 12:00,8/17/15 12:00,7/6/17 12:00,7/29/17 12:00,7/12/14 12:00,8/28/16 12:00,7/9/16 12:00,7/17/17 12:00,8/21/16 12:00,8/1/16 12:00,35.14760876,27.1247593,-22.35177474,0.998987474,1.29E-63
7/14/14 12:00,2,7/23/17 12:00,8/12/14 12:00,7/30/15 12:00,8/26/15 12:00,7/15/14 12:00,9/7/17 12:00,9/10/17 12:00,8/24/16 12:00,8/11/14 12:00,8/25/15 12:00,8/12/16 12:00,5/28/14 12:00,7/11/17 12:00,7/13/17 12:00,7/25/17 12:00,198.5311422,162.3017156,114.336204,0.991812531,9.05E-43
7/15/14 12:00,2,7/13/17 12:00,7/23/17 12:00,7/11/17 12:00,8/12/16 12:00,8/6/17 12:00,8/11/14 12:00,8/15/14 12:00,7/20/14 12:00,8/22/17 12:00,9/5/17 12:00,7/14/14 12:00,9/22/14 12:00,8/7/17 12:00,8/19/16 12:00,8/12/14 12:00,350.9613924,273.8952957,219.4430813,0.975812991,5.05E-32
7/16/14 12:00,1,9/16/17 12:00,9/3/15 12:00,9/17/17 12:00,8/2/16 12:00,8/7/14 12:00,9/5/14 12:00,9/5/16 12:00,5/24/16 12:00,7/22/15 12:00,9/14/16 12:00,9/15/17 12:00,6/10/17 12:00,5/23/14 12:00,9/16/15 12:00,5/13/17 12:00,89.37616607,71.91300785,-53.07182269,0.99386716,1.20E-45
7/17/14 12:00,2,9/21/14 12:00,9/2/15 12:00,6/15/14 12:00,5/10/14 12:00,7/8/15 12:00,7/21/14 12:00,9/13/17 12:00,9/20/14 12:00,9/20/17 12:00,6/17/14 12:00,6/15/16 12:00,9/22/16 12:00,9/3/14 12:00,6/11/16 12:00,8/21/17 12:00,63.95840153,52.5346907,-36.47990405,0.996577647,1.84E-51
7/18/14 12:00,1,8/24/14 12:00,7/19/14 12:00,7/11/15 12:00,8/22/14 12:00,9/14/16 12:00,9/17/15 12:00,8/21/16 12:00,7/20/17 12:00,7/7/14 12:00,9/18/14 12:00,9/17/16 12:00,5/8/16 12:00,6/23/15 12:00,7/18/17 12:00,8/1/16 12:00,49.01122209,48.82896645,4.222786557,0.998098693,2.52E-57
7/19/14 12:00,1,8/21/16 12:00,8/1/16 12:00,8/22/14 12:00,7/18/14 12:00,7/30/14 12:00,9/18/14 12:00,7/18/17 12:00,5/11/17 12:00,8/24/14 12:00,7/11/15 12:00,7/20/17 12:00,7/12/14 12:00,7/7/14 12:00,7/20/16 12:00,7/13/14 12:00,225.2606463,186.8625048,125.7965145,0.946179946,3.58E-24
7/20/14 12:00,2,8/19/16 12:00,7/13/17 12:00,7/15/14 12:00,8/7/17 12:00,8/18/17 12:00,7/26/17 12:00,8/12/14 12:00,8/13/14 12:00,8/6/17 12:00,8/23/17 12:00,8/22/17 12:00,8/11/16 12:00,9/8/16 12:00,8/24/16 12:00,7/21/14 12:00,75.86114149,75.66250394,5.486190435,0.995319995,2.43E-48
7/21/14 12:00,2,7/22/14 12:00,8/18/17 12:00,8/19/16 12:00,8/22/16 12:00,9/7/16 12:00,8/24/16 12:00,8/20/16 12:00,9/23/14 12:00,7/3/15 12:00,9/7/17 12:00,8/5/14 12:00,7/20/14 12:00,8/14/14 12:00,7/23/14 12:00,7/27/17 12:00,20.48334467,19.93825285,-4.693983594,0.999532,2.54E-71
7/22/14 12:00,2,9/7/16 12:00,8/22/16 12:00,7/21/14 12:00,8/19/16 12:00,8/18/17 12:00,7/3/15 12:00,9/23/14 12:00,8/20/16 12:00,8/17/16 12:00,9/5/17 12:00,7/4/17 12:00,9/7/17 12:00,8/14/14 12:00,7/28/17 12:00,9/11/16 12:00,30.63560544,27.04574491,-14.38985763,0.999151725,2.21E-65
7/23/14 12:00,2,8/25/14 12:00,8/6/15 12:00,8/18/14 12:00,7/25/16 12:00,9/6/17 12:00,8/5/14 12:00,8/26/14 12:00,6/27/15 12:00,7/13/15 12:00,9/29/15 12:00,8/17/16 12:00,8/15/16 12:00,9/7/17 12:00,7/26/15 12:00,7/28/14 12:00,41.51388758,30.80155834,-27.8328379,0.999532,2.54E-71
7/24/14 12:00,0,7/7/17 12:00,8/14/15 12:00,7/8/17 12:00,8/13/15 12:00,6/19/16 12:00,6/21/16 12:00,8/28/14 12:00,8/27/14 12:00,6/28/15 12:00,8/29/14 12:00,7/30/17 12:00,9/11/17 12:00,7/29/14 12:00,9/26/14 12:00,9/10/14 12:00,35.30596572,27.48145772,-22.16485274,0.999502735,1.03E-70
7/25/14 12:00,2,9/8/17 12:00,7/15/17 12:00,8/29/16 12:00,8/19/14 12:00,7/5/17 12:00,8/25/15 12:00,8/18/15 12:00,8/18/16 12:00,8/26/15 12:00,7/11/16 12:00,9/24/14 12:00,6/20/15 12:00,8/18/14 12:00,5/28/14 12:00,8/20/14 12:00,156.660932,139.8882984,70.52596375,0.967209759,5.04E-29
7/26/14 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,79.15032801,78.00673241,13.40612261,0.996899317,1.91E-52
7/27/14 12:00,2,7/25/17 12:00,9/10/17 12:00,9/28/15 12:00,7/28/14 12:00,9/6/17 12:00,8/25/15 12:00,7/25/16 12:00,8/21/14 12:00,8/6/15 12:00,7/26/15 12:00,9/29/15 12:00,8/25/14 12:00,8/26/14 12:00,8/3/17 12:00,8/4/14 12:00,157.5443159,141.0411849,70.19683479,0.984087984,3.62E-36
7/28/14 12:00,2,7/25/16 12:00,8/6/15 12:00,9/10/17 12:00,9/6/17 12:00,7/27/14 12:00,8/26/14 12:00,8/25/14 12:00,8/18/14 12:00,9/24/14 12:00,9/28/15 12:00,8/15/16 12:00,7/15/17 12:00,9/23/15 12:00,8/2/14 12:00,7/25/17 12:00,68.33144226,51.6033167,-44.79155843,0.997893998,2.64E-56
7/29/14 12:00,0,9/26/14 12:00,7/5/14 12:00,8/13/15 12:00,6/28/15 12:00,8/27/14 12:00,8/14/15 12:00,9/21/15 12:00,8/28/15 12:00,7/7/17 12:00,7/8/17 12:00,9/16/14 12:00,9/22/15 12:00,6/9/15 12:00,8/2/17 12:00,9/11/17 12:00,65.58073418,52.67384403,-39.06787492,0.994266994,2.56E-46
7/30/14 12:00,1,8/21/16 12:00,7/20/16 12:00,7/19/14 12:00,8/1/16 12:00,8/13/16 12:00,8/22/14 12:00,6/23/15 12:00,7/11/15 12:00,7/6/17 12:00,8/24/14 12:00,5/11/17 12:00,9/18/14 12:00,7/18/17 12:00,6/20/14 12:00,7/20/17 12:00,21.35831306,17.28337408,-12.54840695,0.999239456,1.80E-66
7/31/14 12:00,0,5/1/14 12:00,9/29/16 12:00,9/28/16 12:00,9/27/16 12:00,9/26/16 12:00,9/25/16 12:00,9/24/16 12:00,9/15/16 12:00,9/6/16 12:00,8/31/16 12:00,7/31/16 12:00,7/30/16 12:00,7/29/16 12:00,9/30/16 12:00,7/28/16 12:00,18.98503529,15.33038972,-11.1986926,0.999297999,2.85E-67
8/1/14 12:00,2,7/22/17 12:00,8/2/15 12:00,8/12/17 12:00,7/9/14 12:00,8/1/15 12:00,8/10/17 12:00,8/19/15 12:00,8/19/17 12:00,7/14/17 12:00,8/13/17 12:00,8/7/17 12:00,7/14/15 12:00,6/23/16 12:00,8/23/17 12:00,8/3/15 12:00,57.04863357,45.98582796,-33.7616679,0.9983327,1.23E-58
8/2/14 12:00,2,8/18/14 12:00,7/15/17 12:00,6/27/15 12:00,9/29/17 12:00,7/25/16 12:00,9/24/14 12:00,7/28/14 12:00,8/29/16 12:00,8/15/16 12:00,9/10/17 12:00,8/6/15 12:00,7/5/17 12:00,6/22/15 12:00,7/25/14 12:00,7/23/14 12:00,320.7265401,245.057787,206.9110789,0.951912952,2.86E-25
8/3/14 12:00,1,9/8/14 12:00,7/20/15 12:00,9/4/17 12:00,7/7/14 12:00,8/22/14 12:00,7/20/17 12:00,9/18/14 12:00,9/17/15 12:00,7/18/17 12:00,8/1/16 12:00,7/18/14 12:00,8/3/16 12:00,7/19/14 12:00,9/15/15 12:00,9/27/14 12:00,205.9802785,169.3154883,117.3036255,0.969812205,7.74E-30
8/4/14 12:00,2,8/21/14 12:00,7/27/14 12:00,7/25/17 12:00,9/6/17 12:00,7/28/14 12:00,8/3/17 12:00,7/25/16 12:00,8/26/14 12:00,9/28/15 12:00,8/6/15 12:00,8/15/14 12:00,8/25/14 12:00,9/29/15 12:00,7/26/15 12:00,9/23/15 12:00,44.77779969,36.0435175,-26.56908337,0.997659998,2.97E-55
8/5/14 12:00,2,8/17/16 12:00,7/13/15 12:00,6/4/14 12:00,7/26/15 12:00,9/23/15 12:00,9/23/14 12:00,8/25/14 12:00,9/7/17 12:00,7/23/14 12:00,8/26/14 12:00,8/6/15 12:00,6/27/15 12:00,8/14/14 12:00,7/21/14 12:00,7/27/17 12:00,32.19198063,24.88894143,-20.41725279,0.999414999,4.30E-69
8/6/14 12:00,2,7/27/15 12:00,8/15/17 12:00,9/9/16 12:00,8/14/17 12:00,9/4/14 12:00,8/20/17 12:00,8/10/15 12:00,7/8/16 12:00,8/21/17 12:00,6/22/14 12:00,8/19/17 12:00,7/8/15 12:00,6/16/14 12:00,6/14/14 12:00,7/10/14 12:00,53.40036017,43.51731465,-30.94901924,0.998361998,8.20E-59
8/7/14 12:00,1,9/3/15 12:00,9/5/14 12:00,9/15/17 12:00,8/10/16 12:00,9/5/16 12:00,9/9/17 12:00,6/28/14 12:00,7/22/15 12:00,9/17/17 12:00,5/26/14 12:00,5/23/14 12:00,7/9/16 12:00,6/12/16 12:00,5/25/17 12:00,9/16/17 12:00,78.62272403,65.28520041,-43.8106761,0.99470559,4.13E-47
8/8/14 12:00,2,8/9/14 12:00,8/24/17 12:00,8/15/17 12:00,7/4/15 12:00,9/8/16 12:00,8/23/17 12:00,7/10/14 12:00,8/20/17 12:00,8/11/16 12:00,8/19/17 12:00,8/21/17 12:00,8/7/16 12:00,8/27/16 12:00,9/4/14 12:00,7/22/17 12:00,67.91610021,66.37901012,-14.36745225,0.997659998,2.97E-55
8/9/14 12:00,2,7/11/14 12:00,7/28/17 12:00,8/13/14 12:00,8/8/14 12:00,8/2/15 12:00,9/11/16 12:00,7/4/15 12:00,9/8/16 12:00,8/24/17 12:00,8/1/14 12:00,8/23/17 12:00,7/22/17 12:00,8/19/17 12:00,8/12/17 12:00,7/2/14 12:00,76.10870517,62.01982029,-44.11436154,0.994003569,7.18E-46
8/10/14 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,47.21942924,40.29148449,-24.62256639,0.998595999,2.37E-60
8/11/14 12:00,2,8/11/17 12:00,8/14/16 12:00,8/22/17 12:00,7/8/14 12:00,8/8/17 12:00,8/12/17 12:00,7/13/17 12:00,8/10/17 12:00,7/18/16 12:00,8/30/14 12:00,8/7/17 12:00,7/14/17 12:00,8/6/17 12:00,9/1/16 12:00,7/23/17 12:00,55.93837692,52.71859275,18.70433082,0.998244998,4.00E-58
8/12/14 12:00,2,7/14/14 12:00,8/24/16 12:00,8/11/14 12:00,7/13/17 12:00,7/11/17 12:00,8/22/17 12:00,8/7/17 12:00,7/26/17 12:00,8/6/17 12:00,7/20/14 12:00,8/14/16 12:00,7/15/14 12:00,8/19/16 12:00,8/12/16 12:00,7/23/17 12:00,51.01132627,45.29785376,-23.45761823,0.999378091,1.76E-68
8/13/14 12:00,2,7/11/14 12:00,8/9/14 12:00,8/23/17 12:00,7/26/17 12:00,9/8/16 12:00,8/7/17 12:00,7/22/17 12:00,8/1/14 12:00,8/24/17 12:00,7/28/17 12:00,7/29/15 12:00,8/2/15 12:00,8/12/17 12:00,8/19/17 12:00,8/8/14 12:00,72.10987824,69.44632675,-19.41757558,0.997038616,6.65E-53
8/14/14 12:00,2,7/14/17 12:00,8/23/15 12:00,7/27/17 12:00,8/9/17 12:00,7/17/15 12:00,7/4/15 12:00,7/28/17 12:00,7/3/15 12:00,9/23/14 12:00,9/11/16 12:00,8/18/17 12:00,8/24/15 12:00,9/10/16 12:00,8/20/16 12:00,8/3/15 12:00,39.56371703,35.03389089,-18.38244255,0.999407723,5.72E-69
8/15/14 12:00,2,7/11/17 12:00,9/23/15 12:00,9/5/17 12:00,7/23/17 12:00,9/7/17 12:00,7/15/14 12:00,9/6/14 12:00,7/13/17 12:00,9/27/15 12:00,8/17/16 12:00,7/30/15 12:00,7/14/17 12:00,9/22/14 12:00,9/6/17 12:00,8/20/16 12:00,38.31291715,27.92632686,-26.22975198,1,0
8/16/14 12:00,0,9/14/14 12:00,9/25/14 12:00,8/15/15 12:00,9/11/14 12:00,8/27/15 12:00,7/26/16 12:00,9/12/14 12:00,8/17/14 12:00,9/7/14 12:00,7/18/15 12:00,7/6/14 12:00,9/7/15 12:00,7/9/17 12:00,9/8/15 12:00,9/10/14 12:00,39.88773676,31.54232357,-24.41543298,0.999170813,1.31E-65
8/17/14 12:00,0,9/12/14 12:00,9/25/14 12:00,9/10/14 12:00,8/15/15 12:00,9/14/14 12:00,7/6/14 12:00,9/11/14 12:00,8/16/14 12:00,8/28/14 12:00,9/29/16 12:00,9/7/15 12:00,7/18/15 12:00,8/27/15 12:00,7/9/17 12:00,8/27/14 12:00,37.22737877,29.76474367,-22.3592881,0.999644634,4.53E-74
8/18/14 12:00,2,8/2/14 12:00,7/25/16 12:00,7/15/17 12:00,6/27/15 12:00,8/6/15 12:00,7/23/14 12:00,7/28/14 12:00,9/24/14 12:00,9/29/15 12:00,8/25/14 12:00,8/15/16 12:00,9/29/17 12:00,9/6/17 12:00,9/28/15 12:00,8/25/15 12:00,91.47819316,78.92815096,-46.24507335,0.99822317,5.32E-58
8/19/14 12:00,2,7/25/14 12:00,8/20/14 12:00,8/25/15 12:00,7/15/17 12:00,5/18/14 12:00,8/29/16 12:00,8/18/14 12:00,6/7/16 12:00,7/14/14 12:00,5/24/14 12:00,8/26/15 12:00,6/24/14 12:00,6/8/16 12:00,5/28/14 12:00,9/24/14 12:00,77.69242521,73.21416201,-25.99614233,0.998134274,1.63E-57
8/20/14 12:00,2,8/21/14 12:00,8/19/14 12:00,5/24/14 12:00,8/18/14 12:00,8/25/15 12:00,7/25/17 12:00,7/25/14 12:00,9/6/17 12:00,9/29/15 12:00,7/25/16 12:00,7/15/17 12:00,7/14/14 12:00,8/25/14 12:00,7/23/14 12:00,7/21/14 12:00,77.91853625,77.36728242,9.252129598,0.987562189,1.30E-38
8/21/14 12:00,2,7/25/17 12:00,9/6/17 12:00,8/20/14 12:00,7/27/14 12:00,8/25/14 12:00,8/4/14 12:00,8/26/14 12:00,8/6/15 12:00,7/25/16 12:00,7/28/14 12:00,8/25/15 12:00,7/14/14 12:00,9/10/17 12:00,7/26/15 12:00,9/28/15 12:00,68.931263,61.04159109,-32.02254167,0.997008914,8.36E-53
8/22/14 12:00,1,7/7/14 12:00,7/20/17 12:00,8/1/16 12:00,7/18/17 12:00,7/19/14 12:00,8/21/16 12:00,9/18/14 12:00,9/17/15 12:00,7/18/14 12:00,8/24/14 12:00,6/23/15 12:00,7/30/14 12:00,7/11/15 12:00,9/17/16 12:00,9/4/17 12:00,43.46665111,34.37613616,-26.60133495,0.998815447,4.77E-62
8/23/14 12:00,2,9/29/15 12:00,9/28/15 12:00,6/16/16 12:00,9/27/17 12:00,9/16/16 12:00,8/25/14 12:00,7/12/15 12:00,7/27/14 12:00,8/26/14 12:00,7/13/15 12:00,7/28/14 12:00,8/18/14 12:00,7/26/15 12:00,9/18/15 12:00,8/25/15 12:00,39.74644631,30.84076593,-25.07243808,0.999763089,4.04E-78
8/24/14 12:00,1,6/23/15 12:00,7/18/14 12:00,9/17/15 12:00,7/11/15 12:00,8/21/16 12:00,7/19/14 12:00,8/22/14 12:00,7/20/17 12:00,9/14/16 12:00,8/1/16 12:00,5/11/17 12:00,7/7/14 12:00,7/30/14 12:00,7/20/16 12:00,9/18/14 12:00,28.78708092,27.49471222,-8.528588852,0.999141126,2.94E-65
8/25/14 12:00,2,8/26/14 12:00,8/6/15 12:00,7/13/15 12:00,9/6/17 12:00,7/25/16 12:00,7/23/14 12:00,7/26/15 12:00,7/28/14 12:00,9/29/15 12:00,8/5/14 12:00,9/28/15 12:00,8/17/16 12:00,9/23/15 12:00,8/18/14 12:00,8/15/16 12:00,14.46060625,12.97913179,-6.375834936,0.998696991,4.26E-61
8/26/14 12:00,2,8/25/14 12:00,8/6/15 12:00,9/6/17 12:00,7/13/15 12:00,7/25/16 12:00,7/26/15 12:00,7/28/14 12:00,9/23/15 12:00,9/28/15 12:00,8/17/16 12:00,8/5/14 12:00,7/23/14 12:00,7/27/14 12:00,9/29/15 12:00,8/15/16 12:00,30.8628803,24.74270524,-18.44765344,0.999052357,2.82E-64
8/27/14 12:00,0,8/13/15 12:00,8/14/15 12:00,7/29/14 12:00,9/26/14 12:00,8/29/14 12:00,6/28/15 12:00,9/21/15 12:00,7/5/14 12:00,8/28/15 12:00,7/7/17 12:00,9/10/14 12:00,7/30/17 12:00,9/22/15 12:00,7/8/17 12:00,7/29/16 12:00,41.90746292,32.77824132,-26.11172809,0.999052357,2.82E-64
8/28/14 12:00,0,9/10/14 12:00,9/12/14 12:00,8/17/14 12:00,9/29/16 12:00,7/24/14 12:00,9/15/14 12:00,7/30/17 12:00,9/28/16 12:00,8/29/14 12:00,8/27/14 12:00,7/6/14 12:00,8/14/15 12:00,9/25/16 12:00,8/13/15 12:00,8/15/15 12:00,3.88177716,3.038599296,-2.41559687,0.99301637,2.36E-44
8/29/14 12:00,0,8/27/14 12:00,8/14/15 12:00,8/13/15 12:00,7/8/17 12:00,7/24/16 12:00,7/24/14 12:00,7/29/16 12:00,8/28/15 12:00,6/21/16 12:00,7/7/17 12:00,9/12/14 12:00,7/30/17 12:00,7/23/16 12:00,8/17/14 12:00,8/28/14 12:00,22.39899678,17.12756825,-14.43473112,0.999526179,3.38E-71
8/30/14 12:00,2,8/10/17 12:00,8/8/17 12:00,7/28/15 12:00,7/8/14 12:00,8/9/17 12:00,6/25/15 12:00,7/18/16 12:00,9/1/16 12:00,8/3/15 12:00,7/14/15 12:00,7/14/17 12:00,8/22/17 12:00,7/24/15 12:00,7/3/15 12:00,8/1/14 12:00,13.03182743,12.76236005,-2.636416509,0.999763089,4.04E-78
8/31/14 12:00,0,5/1/14 12:00,9/29/16 12:00,9/28/16 12:00,9/27/16 12:00,9/26/16 12:00,9/25/16 12:00,9/24/16 12:00,9/15/16 12:00,9/6/16 12:00,8/31/16 12:00,7/31/16 12:00,7/30/16 12:00,7/29/16 12:00,9/30/16 12:00,7/28/16 12:00,15.55276337,13.74261193,-7.282105865,0.999644634,4.53E-74
9/1/14 12:00,2,9/1/16 12:00,7/10/16 12:00,6/25/14 12:00,8/3/15 12:00,8/19/15 12:00,7/21/17 12:00,7/9/14 12:00,6/21/15 12:00,8/10/17 12:00,7/15/16 12:00,6/26/14 12:00,8/1/14 12:00,8/1/15 12:00,8/30/14 12:00,8/13/17 12:00,20.91323678,18.14213421,-10.40319369,0.999639705,6.21E-74
9/2/14 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,43.69196712,37.4611499,-22.48666802,0.999039212,3.87E-64
9/3/14 12:00,2,8/21/17 12:00,7/11/14 12:00,9/4/14 12:00,8/6/16 12:00,9/2/15 12:00,8/9/14 12:00,7/27/15 12:00,8/5/16 12:00,8/7/15 12:00,7/10/14 12:00,8/15/17 12:00,8/13/14 12:00,8/7/16 12:00,7/28/17 12:00,9/9/16 12:00,45.80271529,39.82638663,-22.62184024,0.999489567,1.87E-70
9/4/14 12:00,2,8/21/17 12:00,9/9/16 12:00,8/6/14 12:00,8/7/15 12:00,9/3/14 12:00,7/10/14 12:00,7/27/15 12:00,8/7/16 12:00,8/5/16 12:00,8/10/15 12:00,8/15/17 12:00,8/11/15 12:00,8/26/16 12:00,8/8/14 12:00,8/23/15 12:00,47.14336504,46.99405988,3.749027022,0.998768954,1.15E-61
9/5/14 12:00,1,9/3/15 12:00,8/7/14 12:00,9/9/17 12:00,8/10/16 12:00,9/15/17 12:00,6/28/14 12:00,5/26/14 12:00,7/9/16 12:00,6/18/17 12:00,9/16/17 12:00,9/5/16 12:00,7/29/17 12:00,7/22/15 12:00,8/17/15 12:00,7/12/17 12:00,36.51020405,30.0880193,-20.68105642,0.999639705,6.21E-74
9/6/14 12:00,2,9/5/17 12:00,7/11/17 12:00,7/14/17 12:00,8/15/14 12:00,8/11/14 12:00,8/14/14 12:00,8/24/15 12:00,8/14/16 12:00,7/13/17 12:00,9/23/15 12:00,8/6/17 12:00,7/28/17 12:00,7/3/15 12:00,8/22/16 12:00,9/7/16 12:00,24.99006901,23.18121473,-9.334604052,0.999399508,7.85E-69
9/7/14 12:00,0,8/27/15 12:00,7/26/16 12:00,8/16/14 12:00,9/8/15 12:00,9/14/14 12:00,8/15/15 12:00,9/25/14 12:00,7/6/14 12:00,7/18/15 12:00,9/7/15 12:00,9/9/15 12:00,9/11/14 12:00,7/9/17 12:00,9/12/14 12:00,8/17/14 12:00,36.35462727,31.11967529,-18.79427397,0.998018233,6.53E-57
9/8/14 12:00,1,8/3/14 12:00,7/20/15 12:00,9/4/17 12:00,7/7/14 12:00,9/18/14 12:00,9/17/15 12:00,7/20/17 12:00,7/18/17 12:00,9/27/14 12:00,8/22/14 12:00,9/15/15 12:00,8/1/16 12:00,7/12/14 12:00,9/28/14 12:00,7/18/14 12:00,56.30499113,52.66112366,-19.92631631,0.996432819,4.78E-51
9/9/14 12:00,1,5/4/14 12:00,5/3/17 12:00,9/23/16 12:00,9/21/16 12:00,9/20/16 12:00,9/17/16 12:00,9/14/16 12:00,9/5/16 12:00,8/28/16 12:00,8/21/16 12:00,8/13/16 12:00,5/6/17 12:00,8/10/16 12:00,8/2/16 12:00,8/1/16 12:00,49.46299299,40.19125654,-28.83141643,0.999115827,5.73E-65
9/10/14 12:00,0,9/12/14 12:00,8/17/14 12:00,8/28/14 12:00,9/15/14 12:00,9/7/15 12:00,8/27/14 12:00,9/29/16 12:00,7/6/14 12:00,9/14/14 12:00,9/25/14 12:00,7/30/17 12:00,9/21/15 12:00,8/15/15 12:00,9/11/14 12:00,8/27/15 12:00,16.87642937,13.77808232,-9.745681908,0.998810871,5.21E-62
9/11/14 12:00,0,9/25/14 12:00,9/14/14 12:00,8/16/14 12:00,8/15/15 12:00,8/17/14 12:00,9/12/14 12:00,7/18/15 12:00,7/6/14 12:00,7/9/17 12:00,9/7/15 12:00,9/29/16 12:00,8/27/15 12:00,7/26/16 12:00,9/8/15 12:00,9/10/14 12:00,33.73599191,27.4909465,-19.55415584,0.998566946,3.80E-60
9/12/14 12:00,0,8/17/14 12:00,9/10/14 12:00,9/14/14 12:00,9/25/14 12:00,8/15/15 12:00,9/11/14 12:00,8/16/14 12:00,8/28/14 12:00,9/7/15 12:00,7/6/14 12:00,8/27/15 12:00,9/29/16 12:00,9/15/14 12:00,8/27/14 12:00,8/14/15 12:00,2.532782887,2.449947613,0.642452992,0.999634146,8.84E-74
9/13/14 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,40.43246,35.1667117,-19.95209787,0.997652368,3.20E-55
9/14/14 12:00,0,8/16/14 12:00,8/15/15 12:00,9/25/14 12:00,9/11/14 12:00,8/27/15 12:00,9/12/14 12:00,7/26/16 12:00,9/7/15 12:00,8/17/14 12:00,7/9/17 12:00,7/6/14 12:00,7/18/15 12:00,9/7/14 12:00,9/8/15 12:00,9/10/14 12:00,31.35991389,25.84720149,-17.75855778,0.998780415,9.31E-62
9/15/14 12:00,0,9/10/14 12:00,9/11/15 12:00,9/12/14 12:00,8/28/14 12:00,8/28/15 12:00,9/21/15 12:00,7/19/15 12:00,9/9/15 12:00,9/16/14 12:00,8/17/14 12:00,9/7/15 12:00,8/27/15 12:00,9/13/15 12:00,9/14/14 12:00,7/30/17 12:00,41.2275736,33.62852536,-23.85026429,0.999512195,6.60E-71
