Date,Cloudy test,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,RMSE,CRMSE,BIAS,Rs,pval
9/16/14 12:00,0,8/28/15 12:00,9/21/15 12:00,7/29/16 12:00,9/13/15 12:00,7/29/14 12:00,8/13/15 12:00,8/14/15 12:00,9/10/15 12:00,8/27/14 12:00,9/26/14 12:00,9/9/15 12:00,7/24/16 12:00,9/17/14 12:00,9/15/14 12:00,7/8/17 12:00,72.93971863,72.82330794,4.119268581,0.990853659,1.14E-41
9/17/14 12:00,0,9/9/15 12:00,9/8/15 12:00,9/10/15 12:00,9/7/15 12:00,7/19/17 12:00,9/16/14 12:00,9/11/15 12:00,9/21/15 12:00,8/28/15 12:00,9/14/14 12:00,8/2/17 12:00,7/26/16 12:00,7/9/17 12:00,7/24/17 12:00,8/27/15 12:00,71.91286262,56.67651976,-44.26321178,0.999512195,6.60E-71
9/18/14 12:00,1,7/18/17 12:00,7/20/17 12:00,8/22/14 12:00,8/1/16 12:00,7/19/14 12:00,7/7/14 12:00,8/2/16 12:00,7/12/14 12:00,9/17/15 12:00,8/3/16 12:00,7/17/17 12:00,8/21/16 12:00,7/13/14 12:00,9/4/17 12:00,7/18/14 12:00,35.1665684,31.16631276,-16.28952062,0.997896278,2.58E-56
9/19/14 12:00,2,8/8/14 12:00,7/8/15 12:00,8/15/17 12:00,8/23/17 12:00,8/13/14 12:00,9/3/14 12:00,7/11/14 12:00,9/8/16 12:00,8/21/17 12:00,9/4/14 12:00,8/6/14 12:00,8/11/16 12:00,7/27/15 12:00,8/9/14 12:00,8/7/17 12:00,47.49238901,46.68951628,-8.695750896,0.996707317,7.59E-52
9/20/14 12:00,2,7/8/15 12:00,9/19/17 12:00,9/21/14 12:00,9/20/17 12:00,8/15/17 12:00,8/23/17 12:00,8/11/16 12:00,9/18/17 12:00,7/27/15 12:00,8/8/15 12:00,8/18/15 12:00,6/27/14 12:00,8/19/17 12:00,8/10/15 12:00,7/22/17 12:00,56.33159271,55.82961405,7.503501349,0.994146341,4.13E-46
9/21/14 12:00,2,7/17/14 12:00,9/20/17 12:00,9/2/15 12:00,7/8/15 12:00,9/20/14 12:00,8/10/15 12:00,7/27/15 12:00,8/18/15 12:00,8/15/17 12:00,8/16/17 12:00,8/8/15 12:00,8/21/17 12:00,8/7/15 12:00,9/4/14 12:00,8/26/16 12:00,52.97288178,47.44811384,-23.55425009,0.997164548,2.45E-53
9/22/14 12:00,2,8/9/17 12:00,7/24/15 12:00,7/14/15 12:00,7/14/17 12:00,8/30/14 12:00,9/5/17 12:00,8/18/17 12:00,7/13/17 12:00,8/22/17 12:00,8/20/16 12:00,7/28/15 12:00,8/14/14 12:00,7/8/14 12:00,8/19/16 12:00,8/10/17 12:00,11.73018347,10.64397285,-4.92981198,0.999756098,7.88E-78
9/23/14 12:00,2,9/10/16 12:00,9/7/16 12:00,9/7/17 12:00,8/22/16 12:00,7/4/17 12:00,7/3/15 12:00,6/26/15 12:00,8/14/14 12:00,8/24/16 12:00,8/30/14 12:00,8/9/17 12:00,8/10/17 12:00,6/25/15 12:00,7/14/17 12:00,7/17/15 12:00,17.18334155,15.05210379,-8.288630673,0.999634146,8.84E-74
9/24/14 12:00,2,7/15/17 12:00,9/10/17 12:00,7/25/16 12:00,6/27/15 12:00,8/26/15 12:00,8/6/15 12:00,9/29/17 12:00,6/22/15 12:00,8/29/16 12:00,8/18/14 12:00,7/28/14 12:00,8/25/15 12:00,8/2/14 12:00,8/15/16 12:00,9/6/17 12:00,78.6469815,62.26249476,-48.0492398,0.999268293,7.38E-67
9/25/14 12:00,0,9/14/14 12:00,9/11/14 12:00,8/15/15 12:00,8/16/14 12:00,7/18/15 12:00,7/6/14 12:00,8/17/14 12:00,7/26/16 12:00,7/9/17 12:00,9/12/14 12:00,8/27/15 12:00,9/7/15 12:00,9/7/14 12:00,9/8/15 12:00,9/10/14 12:00,32.03352327,26.75815651,-17.61100999,0.999268293,7.38E-67
9/26/14 12:00,0,7/29/14 12:00,6/28/15 12:00,7/5/14 12:00,8/13/15 12:00,8/14/15 12:00,8/27/14 12:00,6/9/15 12:00,7/7/17 12:00,9/21/15 12:00,8/28/15 12:00,7/8/17 12:00,9/22/15 12:00,9/11/17 12:00,6/19/16 12:00,9/16/14 12:00,45.78359168,38.52201698,-24.7425034,0.998140188,1.52E-57
9/27/14 12:00,1,9/17/15 12:00,5/14/15 12:00,5/20/15 12:00,9/17/16 12:00,9/14/16 12:00,9/23/16 12:00,9/22/17 12:00,5/9/16 12:00,5/8/16 12:00,7/11/15 12:00,5/21/16 12:00,6/23/15 12:00,8/24/14 12:00,7/7/14 12:00,7/20/17 12:00,32.07480364,28.92139969,-13.86887409,0.999359737,3.43E-68
9/28/14 12:00,1,5/7/14 12:00,5/26/16 12:00,5/16/15 12:00,5/1/16 12:00,9/14/16 12:00,5/9/16 12:00,9/17/16 12:00,5/9/15 12:00,5/5/14 12:00,5/15/16 12:00,9/17/17 12:00,9/22/17 12:00,5/13/17 12:00,7/17/17 12:00,7/9/16 12:00,56.46817663,56.34636761,-3.70699721,0.992438565,1.46E-43
9/29/14 12:00,0,5/2/15 12:00,8/17/17 12:00,9/24/17 12:00,5/20/17 12:00,5/21/17 12:00,9/11/17 12:00,6/2/16 12:00,6/18/14 12:00,8/27/14 12:00,9/6/16 12:00,7/24/14 12:00,9/24/16 12:00,6/22/16 12:00,6/27/17 12:00,7/30/17 12:00,5.285444646,5.272992108,-0.362600792,0.999751923,1.16E-77
9/30/14 12:00,0,5/1/14 12:00,9/29/16 12:00,9/28/16 12:00,9/27/16 12:00,9/26/16 12:00,9/25/16 12:00,9/24/16 12:00,9/15/16 12:00,9/6/16 12:00,8/31/16 12:00,7/31/16 12:00,7/30/16 12:00,7/29/16 12:00,9/30/16 12:00,7/28/16 12:00,12.6215931,11.12529904,-5.960900406,0.999813932,1.56E-80
5/1/15 12:00,1,5/4/14 12:00,5/3/17 12:00,9/23/16 12:00,9/21/16 12:00,9/20/16 12:00,9/17/16 12:00,9/14/16 12:00,9/5/16 12:00,8/28/16 12:00,8/21/16 12:00,8/13/16 12:00,5/6/17 12:00,8/10/16 12:00,8/2/16 12:00,8/1/16 12:00,58.40790281,46.40597527,-35.46785264,0.999378091,1.76E-68
5/2/15 12:00,0,9/24/17 12:00,9/29/14 12:00,5/20/17 12:00,8/17/17 12:00,6/2/16 12:00,5/21/17 12:00,5/28/17 12:00,6/18/14 12:00,5/9/14 12:00,5/1/17 12:00,9/6/16 12:00,9/25/17 12:00,9/26/17 12:00,6/14/17 12:00,9/24/16 12:00,9.005410409,8.02285216,-4.090386273,0.99949655,1.36E-70
5/3/15 12:00,2,6/29/17 12:00,6/16/14 12:00,6/12/14 12:00,6/14/14 12:00,7/1/17 12:00,7/8/15 12:00,6/6/15 12:00,6/23/14 12:00,8/20/17 12:00,8/16/17 12:00,5/25/14 12:00,5/25/15 12:00,6/22/14 12:00,8/14/17 12:00,6/7/14 12:00,76.06502029,73.27577741,20.40950162,0.99641662,5.30E-51
5/4/15 12:00,2,5/22/14 12:00,5/27/15 12:00,5/27/16 12:00,5/29/16 12:00,5/5/15 12:00,6/6/15 12:00,5/24/15 12:00,6/13/16 12:00,6/13/14 12:00,5/25/15 12:00,6/14/16 12:00,5/3/15 12:00,5/30/16 12:00,8/27/16 12:00,5/16/16 12:00,117.4344159,117.0757583,-9.17108762,0.971570718,1.98E-30
5/5/15 12:00,2,5/24/15 12:00,5/22/14 12:00,6/6/15 12:00,5/4/15 12:00,6/13/16 12:00,6/5/15 12:00,5/18/15 12:00,5/27/16 12:00,5/3/15 12:00,5/6/15 12:00,5/29/16 12:00,8/16/17 12:00,5/16/16 12:00,6/14/16 12:00,5/28/16 12:00,98.68051426,98.41308774,7.260031426,0.987680644,1.04E-38
5/6/15 12:00,2,5/26/17 12:00,5/22/14 12:00,5/24/15 12:00,5/30/16 12:00,5/7/15 12:00,9/13/16 12:00,5/5/15 12:00,6/13/16 12:00,8/16/17 12:00,5/20/16 12:00,5/18/15 12:00,6/5/15 12:00,5/4/15 12:00,9/4/16 12:00,5/25/14 12:00,129.7380046,101.7824858,80.45045321,0.985636865,3.49E-37
5/7/15 12:00,2,5/24/15 12:00,5/17/16 12:00,5/6/15 12:00,5/20/16 12:00,5/10/16 12:00,5/9/17 12:00,5/22/14 12:00,5/16/16 12:00,5/17/15 12:00,5/26/17 12:00,6/13/16 12:00,5/5/15 12:00,6/5/15 12:00,5/27/16 12:00,5/4/15 12:00,83.23711368,81.94530399,14.60767768,0.977848851,6.82E-33
5/8/15 12:00,1,5/4/14 12:00,5/3/17 12:00,9/23/16 12:00,9/21/16 12:00,9/20/16 12:00,9/17/16 12:00,9/14/16 12:00,9/5/16 12:00,8/28/16 12:00,8/21/16 12:00,8/13/16 12:00,5/6/17 12:00,8/10/16 12:00,8/2/16 12:00,8/1/16 12:00,250.2857537,197.3432218,153.9435329,0.96031746,3.77E-27
5/9/15 12:00,1,5/23/14 12:00,5/9/16 12:00,5/26/16 12:00,5/13/17 12:00,5/10/17 12:00,5/15/16 12:00,9/17/17 12:00,5/7/14 12:00,9/14/16 12:00,9/28/14 12:00,6/1/17 12:00,5/8/16 12:00,5/24/16 12:00,5/18/17 12:00,7/22/15 12:00,94.47910768,94.47803323,0.450583372,0.98625918,1.27E-37
5/10/15 12:00,0,5/1/14 12:00,9/29/16 12:00,9/28/16 12:00,9/27/16 12:00,9/26/16 12:00,9/25/16 12:00,9/24/16 12:00,9/15/16 12:00,9/6/16 12:00,8/31/16 12:00,7/31/16 12:00,7/30/16 12:00,7/29/16 12:00,9/30/16 12:00,7/28/16 12:00,21.22048811,15.9813038,-13.96091131,0.999466872,5.09E-70
5/11/15 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,50.73951234,50.70357588,1.909320765,0.99840076,4.73E-59
5/12/15 12:00,2,5/10/14 12:00,5/18/14 12:00,6/17/14 12:00,6/15/14 12:00,5/13/15 12:00,6/9/17 12:00,6/7/16 12:00,5/30/17 12:00,6/24/14 12:00,6/3/14 12:00,6/8/16 12:00,6/16/16 12:00,6/7/17 12:00,6/4/15 12:00,5/24/14 12:00,79.88083755,65.34526171,-45.94502126,0.997309421,7.35E-54
5/13/15 12:00,2,5/17/17 12:00,5/10/14 12:00,5/12/15 12:00,6/5/15 12:00,5/19/14 12:00,6/4/15 12:00,5/18/15 12:00,5/20/16 12:00,6/9/17 12:00,5/20/14 12:00,6/13/16 12:00,5/8/14 12:00,6/27/14 12:00,6/15/16 12:00,6/6/15 12:00,48.78558677,48.45982864,-5.628364329,0.997598731,5.38E-55
5/14/15 12:00,1,5/20/15 12:00,5/8/16 12:00,9/22/17 12:00,9/27/14 12:00,5/21/16 12:00,5/22/16 12:00,5/9/16 12:00,9/23/16 12:00,5/21/15 12:00,5/18/17 12:00,9/14/16 12:00,5/19/15 12:00,7/11/15 12:00,5/13/17 12:00,9/17/16 12:00,191.8387532,179.8044475,66.876512,0.963520121,5.63E-28
5/15/15 12:00,1,5/21/14 12:00,5/22/16 12:00,5/21/16 12:00,5/21/15 12:00,5/8/16 12:00,7/11/15 12:00,5/14/15 12:00,9/23/16 12:00,5/15/17 12:00,5/24/16 12:00,5/11/17 12:00,5/9/16 12:00,5/18/17 12:00,9/16/15 12:00,5/20/15 12:00,247.8104673,213.4860071,125.8322395,0.910940436,2.62E-19
5/16/15 12:00,1,5/7/14 12:00,5/1/16 12:00,9/28/14 12:00,5/5/14 12:00,5/26/16 12:00,5/9/16 12:00,5/15/16 12:00,9/17/16 12:00,5/14/15 12:00,9/22/17 12:00,5/19/15 12:00,5/13/17 12:00,6/11/17 12:00,5/9/15 12:00,5/18/17 12:00,90.34989967,87.47452085,22.61222175,0.978794805,2.53E-33
5/17/15 12:00,2,5/25/16 12:00,5/10/16 12:00,5/7/15 12:00,5/23/16 12:00,5/16/16 12:00,5/20/16 12:00,5/17/16 12:00,6/13/16 12:00,5/26/15 12:00,5/14/16 12:00,5/25/15 12:00,6/27/14 12:00,7/12/15 12:00,5/24/14 12:00,5/24/15 12:00,174.5618979,139.3424973,-105.145255,0.984841472,1.19E-36
5/18/15 12:00,2,5/20/14 12:00,5/5/15 12:00,5/8/14 12:00,6/5/15 12:00,5/13/15 12:00,5/22/14 12:00,5/10/14 12:00,6/6/15 12:00,5/24/15 12:00,5/6/15 12:00,5/17/17 12:00,6/9/17 12:00,5/19/14 12:00,5/12/15 12:00,6/13/16 12:00,105.6346227,90.74223678,54.07883122,0.991900023,7.08E-43
5/19/15 12:00,1,5/21/15 12:00,5/9/16 12:00,5/21/16 12:00,5/24/16 12:00,5/13/17 12:00,5/15/17 12:00,5/14/15 12:00,5/20/15 12:00,7/9/15 12:00,9/27/14 12:00,9/5/16 12:00,7/11/15 12:00,5/16/15 12:00,5/18/17 12:00,5/23/14 12:00,86.41635104,70.66603688,-49.74029512,0.998813898,4.91E-62
5/20/15 12:00,1,5/14/15 12:00,5/21/16 12:00,9/27/14 12:00,5/8/16 12:00,7/11/15 12:00,5/21/15 12:00,9/17/15 12:00,9/17/16 12:00,6/23/15 12:00,5/9/16 12:00,8/24/14 12:00,7/7/14 12:00,5/11/17 12:00,9/14/16 12:00,7/18/14 12:00,67.93793544,67.9256855,-1.290086071,0.992362879,1.84E-43
5/21/15 12:00,1,5/21/16 12:00,5/19/15 12:00,5/24/16 12:00,5/15/17 12:00,5/9/16 12:00,7/11/15 12:00,5/13/17 12:00,5/20/15 12:00,5/14/15 12:00,5/11/17 12:00,5/8/16 12:00,9/27/14 12:00,5/15/15 12:00,9/23/16 12:00,5/18/17 12:00,144.6919989,120.3073665,80.38601937,0.985159256,7.37E-37
5/22/15 12:00,0,5/6/14 12:00,5/11/14 12:00,9/23/17 12:00,5/14/17 12:00,6/12/17 12:00,6/18/14 12:00,9/15/16 12:00,5/9/14 12:00,9/24/17 12:00,9/6/16 12:00,8/17/17 12:00,5/28/17 12:00,6/2/16 12:00,5/7/17 12:00,5/2/15 12:00,147.5241016,124.1149903,79.74227074,0.982787052,2.17E-35
5/23/15 12:00,1,5/4/14 12:00,5/3/17 12:00,9/23/16 12:00,9/21/16 12:00,9/20/16 12:00,9/17/16 12:00,9/14/16 12:00,9/5/16 12:00,8/28/16 12:00,8/21/16 12:00,8/13/16 12:00,5/6/17 12:00,8/10/16 12:00,8/2/16 12:00,8/1/16 12:00,123.6524966,111.6472846,53.14907088,0.971186272,2.69E-30
5/24/15 12:00,2,5/5/15 12:00,5/22/14 12:00,6/13/16 12:00,5/4/15 12:00,5/16/16 12:00,5/27/16 12:00,5/17/16 12:00,6/6/15 12:00,5/7/15 12:00,5/29/16 12:00,5/6/15 12:00,5/26/15 12:00,5/10/16 12:00,5/9/17 12:00,6/5/15 12:00,94.95919221,92.71811513,20.50851807,0.958949287,8.10E-27
5/25/15 12:00,2,5/14/16 12:00,5/26/15 12:00,5/4/16 12:00,5/3/15 12:00,5/5/17 12:00,6/13/16 12:00,5/29/15 12:00,5/25/14 12:00,6/6/15 12:00,6/29/17 12:00,5/28/16 12:00,6/16/14 12:00,5/12/17 12:00,6/6/14 12:00,5/16/16 12:00,226.6663533,181.6020864,135.6403993,0.96592027,1.21E-28
5/26/15 12:00,2,5/16/16 12:00,5/25/15 12:00,6/13/16 12:00,5/28/16 12:00,5/14/16 12:00,6/11/15 12:00,6/16/14 12:00,6/6/16 12:00,5/3/15 12:00,5/5/17 12:00,6/6/14 12:00,5/18/16 12:00,6/12/15 12:00,5/27/16 12:00,6/14/14 12:00,171.1516194,138.9864097,99.87819959,0.963751555,4.88E-28
5/27/15 12:00,2,5/4/15 12:00,5/27/16 12:00,5/29/16 12:00,6/14/16 12:00,6/13/14 12:00,6/6/16 12:00,5/14/16 12:00,5/12/16 12:00,5/25/15 12:00,5/4/17 12:00,5/16/16 12:00,5/22/14 12:00,6/2/17 12:00,5/18/16 12:00,5/26/15 12:00,148.331096,147.8322112,12.15530191,0.970724369,3.86E-30
5/28/15 12:00,2,5/29/14 12:00,6/1/15 12:00,6/3/17 12:00,6/7/14 12:00,6/5/16 12:00,7/2/17 12:00,5/29/15 12:00,5/25/14 12:00,6/11/14 12:00,6/8/17 12:00,6/4/17 12:00,5/13/16 12:00,5/14/16 12:00,6/10/14 12:00,5/4/16 12:00,166.3484965,155.3955406,59.36369478,0.977551493,9.24E-33
5/29/15 12:00,2,5/13/16 12:00,5/4/16 12:00,6/23/14 12:00,6/7/14 12:00,6/12/14 12:00,6/4/17 12:00,5/27/14 12:00,5/5/17 12:00,6/29/17 12:00,6/1/15 12:00,6/3/17 12:00,5/14/16 12:00,6/6/14 12:00,6/29/14 12:00,6/28/17 12:00,75.5944759,74.42886068,-13.2238226,0.997801435,7.10E-56
5/30/15 12:00,2,5/23/17 12:00,6/8/15 12:00,6/28/17 12:00,5/22/17 12:00,6/5/16 12:00,5/4/16 12:00,6/4/17 12:00,5/13/16 12:00,6/20/17 12:00,5/30/14 12:00,6/4/16 12:00,6/21/14 12:00,6/18/15 12:00,6/2/14 12:00,6/26/15 12:00,106.974145,101.3443665,34.2459789,0.977782921,7.30E-33
5/31/15 12:00,0,5/1/14 12:00,9/29/16 12:00,9/28/16 12:00,9/27/16 12:00,9/26/16 12:00,9/25/16 12:00,9/24/16 12:00,9/15/16 12:00,9/6/16 12:00,8/31/16 12:00,7/31/16 12:00,7/30/16 12:00,7/29/16 12:00,9/30/16 12:00,7/28/16 12:00,93.91633275,91.16017518,22.58539391,0.987972504,6.04E-39
6/1/15 12:00,2,5/29/14 12:00,6/12/14 12:00,7/2/17 12:00,6/7/14 12:00,5/29/15 12:00,5/28/15 12:00,6/29/17 12:00,5/3/15 12:00,6/23/14 12:00,6/3/17 12:00,5/25/14 12:00,6/14/14 12:00,6/25/14 12:00,6/16/14 12:00,6/22/14 12:00,40.40829902,37.55316483,-14.91946516,0.997078139,4.88E-53
6/2/15 12:00,2,5/3/16 12:00,5/2/16 12:00,6/21/14 12:00,6/6/14 12:00,6/9/17 12:00,6/2/14 12:00,6/5/14 12:00,5/30/14 12:00,6/28/17 12:00,5/12/17 12:00,6/7/15 12:00,7/28/15 12:00,7/14/15 12:00,5/4/16 12:00,6/14/14 12:00,30.27458712,26.81497629,-14.05374227,0.998784935,8.55E-62
6/3/15 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,56.89544096,55.84299783,10.8926946,0.998235312,4.54E-58
6/4/15 12:00,2,5/24/14 12:00,5/18/14 12:00,6/24/14 12:00,5/12/15 12:00,5/8/14 12:00,5/13/15 12:00,6/7/16 12:00,6/8/16 12:00,8/20/14 12:00,8/19/14 12:00,6/7/17 12:00,5/20/14 12:00,5/29/17 12:00,7/12/15 12:00,5/17/17 12:00,72.23767746,71.71156049,8.702536236,0.997107151,3.88E-53
6/5/15 12:00,2,5/19/14 12:00,6/6/15 12:00,5/3/15 12:00,9/19/17 12:00,9/3/16 12:00,5/13/15 12:00,6/15/16 12:00,6/9/17 12:00,5/5/15 12:00,6/13/16 12:00,5/20/16 12:00,8/16/17 12:00,5/17/17 12:00,6/16/14 12:00,6/27/14 12:00,58.32412216,56.66554665,13.81010677,0.994561444,7.64E-47
6/6/15 12:00,2,5/3/15 12:00,5/22/14 12:00,6/9/17 12:00,5/25/15 12:00,6/16/14 12:00,6/5/15 12:00,6/13/16 12:00,6/29/17 12:00,5/5/15 12:00,5/28/16 12:00,6/15/16 12:00,7/8/15 12:00,6/14/14 12:00,8/16/17 12:00,5/26/15 12:00,131.4662582,98.91258526,-86.60067853,0.995140014,5.78E-48
6/7/15 12:00,2,5/12/17 12:00,8/18/17 12:00,5/4/17 12:00,5/5/17 12:00,6/29/17 12:00,6/13/14 12:00,5/3/16 12:00,6/6/14 12:00,6/16/14 12:00,6/14/14 12:00,5/11/16 12:00,9/11/16 12:00,7/17/15 12:00,6/2/15 12:00,7/3/15 12:00,61.4812196,49.49904068,-36.46622184,0.996875723,2.27E-52
6/8/15 12:00,2,5/30/15 12:00,5/23/17 12:00,6/5/16 12:00,6/20/17 12:00,6/4/17 12:00,6/28/17 12:00,6/21/17 12:00,6/17/15 12:00,6/9/14 12:00,5/22/17 12:00,6/22/17 12:00,6/3/16 12:00,9/10/16 12:00,6/4/16 12:00,6/18/15 12:00,51.65391612,45.47290134,-24.50188347,0.998148577,1.37E-57
6/9/15 12:00,0,7/5/14 12:00,6/28/15 12:00,9/26/14 12:00,7/29/14 12:00,8/13/15 12:00,8/2/17 12:00,7/7/17 12:00,7/9/17 12:00,6/19/16 12:00,9/11/17 12:00,8/14/15 12:00,9/22/15 12:00,7/18/15 12:00,8/27/14 12:00,7/8/17 12:00,201.7239775,166.5300277,113.8433702,0.9651701,1.98E-28
6/10/15 12:00,2,6/12/15 12:00,6/11/15 12:00,7/1/17 12:00,8/23/17 12:00,5/27/14 12:00,6/25/14 12:00,8/24/17 12:00,6/29/14 12:00,6/3/17 12:00,6/13/15 12:00,7/29/15 12:00,7/1/16 12:00,5/25/15 12:00,6/1/15 12:00,8/12/17 12:00,165.6870774,157.0962167,52.65915234,0.979199815,1.63E-33
6/11/15 12:00,2,6/12/15 12:00,5/26/15 12:00,5/28/16 12:00,8/23/17 12:00,6/10/15 12:00,6/16/14 12:00,5/16/16 12:00,6/23/16 12:00,7/1/17 12:00,5/5/17 12:00,6/11/16 12:00,7/8/15 12:00,8/24/17 12:00,5/25/15 12:00,6/6/14 12:00,106.2259689,103.9987742,21.63819374,0.94512107,5.54E-24
6/12/15 12:00,2,6/10/15 12:00,6/11/15 12:00,7/1/17 12:00,5/27/14 12:00,6/25/14 12:00,6/29/14 12:00,8/24/17 12:00,5/26/15 12:00,8/23/17 12:00,5/28/16 12:00,6/29/17 12:00,8/19/17 12:00,5/25/15 12:00,6/23/16 12:00,6/26/14 12:00,202.6528812,156.8817897,128.2820888,0.992854047,4.00E-44
6/13/15 12:00,2,6/10/14 12:00,6/4/17 12:00,5/19/16 12:00,5/27/14 12:00,6/14/15 12:00,7/3/16 12:00,6/2/17 12:00,7/1/16 12:00,5/25/14 12:00,8/26/17 12:00,6/1/16 12:00,6/5/17 12:00,6/3/17 12:00,5/4/16 12:00,7/3/14 12:00,218.4910598,182.5295149,120.088798,0.979171488,1.68E-33
6/14/15 12:00,2,6/23/17 12:00,6/1/16 12:00,6/10/14 12:00,5/19/16 12:00,6/5/17 12:00,6/13/15 12:00,6/22/17 12:00,7/5/15 12:00,6/4/17 12:00,6/6/17 12:00,6/2/17 12:00,6/11/14 12:00,8/26/17 12:00,5/27/14 12:00,5/25/14 12:00,56.37928176,54.05084083,-16.03527417,0.999392485,1.03E-68
6/15/15 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,36.72835496,36.40149811,-4.88906877,0.99884286,2.78E-62
6/16/15 12:00,2,6/23/17 12:00,6/2/17 12:00,6/8/14 12:00,6/4/17 12:00,6/6/17 12:00,5/4/17 12:00,6/28/17 12:00,5/22/17 12:00,6/10/14 12:00,6/17/15 12:00,6/1/16 12:00,6/3/16 12:00,5/29/15 12:00,5/13/16 12:00,5/27/14 12:00,38.54376202,34.88126743,-16.39874303,0.998380005,6.36E-59
6/17/15 12:00,2,6/18/15 12:00,6/21/17 12:00,6/9/14 12:00,6/3/16 12:00,6/8/15 12:00,6/25/17 12:00,6/16/15 12:00,6/5/16 12:00,6/20/17 12:00,5/30/15 12:00,6/4/17 12:00,6/29/16 12:00,8/27/17 12:00,5/22/17 12:00,6/22/17 12:00,53.15682311,43.98697097,-29.8461761,0.998871757,1.56E-62
6/18/15 12:00,2,6/17/15 12:00,6/21/17 12:00,6/20/17 12:00,6/28/16 12:00,5/22/17 12:00,8/27/17 12:00,6/9/14 12:00,6/8/15 12:00,6/26/15 12:00,5/30/15 12:00,6/16/15 12:00,6/3/16 12:00,6/25/17 12:00,6/5/16 12:00,5/23/17 12:00,33.13683283,30.07663851,-13.90846888,0.99942143,3.34E-69
6/19/15 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,45.44959014,39.3670735,-22.71340504,0.998958574,2.47E-63
6/20/15 12:00,2,6/22/15 12:00,6/24/14 12:00,6/16/17 12:00,6/3/14 12:00,6/7/16 12:00,8/29/16 12:00,6/8/16 12:00,5/29/17 12:00,7/25/14 12:00,7/11/16 12:00,6/7/17 12:00,8/30/16 12:00,5/18/14 12:00,9/29/17 12:00,6/9/16 12:00,76.48261606,63.65184432,-42.40322245,0.996528581,2.56E-51
6/21/15 12:00,2,6/24/16 12:00,6/22/17 12:00,6/25/14 12:00,7/3/14 12:00,7/2/16 12:00,7/14/16 12:00,6/3/17 12:00,9/1/14 12:00,6/28/17 12:00,7/10/16 12:00,6/26/14 12:00,8/13/17 12:00,7/9/14 12:00,6/25/15 12:00,9/1/16 12:00,25.57703728,21.4579352,-13.91911826,0.999652858,2.64E-74
6/22/15 12:00,2,9/29/17 12:00,6/27/15 12:00,6/16/17 12:00,6/20/15 12:00,9/24/14 12:00,8/29/16 12:00,7/15/17 12:00,6/8/16 12:00,6/3/14 12:00,6/7/16 12:00,6/7/17 12:00,5/28/14 12:00,6/24/14 12:00,5/29/17 12:00,7/5/17 12:00,65.10465813,54.77732196,-35.18609822,0.995140014,5.78E-48
6/23/15 12:00,1,8/24/14 12:00,7/11/15 12:00,8/21/16 12:00,9/17/16 12:00,9/17/15 12:00,8/22/14 12:00,7/30/14 12:00,7/20/17 12:00,5/20/15 12:00,9/23/16 12:00,5/11/17 12:00,5/18/17 12:00,7/18/14 12:00,7/19/14 12:00,9/14/16 12:00,33.9923956,26.77201655,-20.94617121,0.998264291,3.10E-58
6/24/15 12:00,2,5/8/14 12:00,8/11/16 12:00,8/9/16 12:00,8/8/16 12:00,8/7/16 12:00,8/6/16 12:00,8/5/16 12:00,8/4/16 12:00,7/25/16 12:00,7/22/16 12:00,7/21/16 12:00,7/18/16 12:00,7/17/16 12:00,7/16/16 12:00,7/15/16 12:00,54.84359657,46.81544765,-28.56805814,0.998408888,4.20E-59
6/25/15 12:00,2,8/10/17 12:00,6/2/14 12:00,6/21/14 12:00,8/30/14 12:00,7/8/14 12:00,8/3/15 12:00,7/14/15 12:00,8/8/17 12:00,7/28/15 12:00,7/9/14 12:00,8/22/17 12:00,7/18/16 12:00,8/18/16 12:00,9/1/16 12:00,7/3/15 12:00,23.21951179,21.74018742,-8.155365045,0.999334626,8.31E-68
