Date,Cloudy test,Top1,Top2,Top3,Top4,Top5,RMSE,CRMSE,BIAS,Rs,pval
2014-08-22 12:00:00,1,2014-07-07 12:00:00,2017-07-20 12:00:00,2016-08-01 12:00:00,2017-07-18 12:00:00,2014-07-19 12:00:00,54.2996628344406,44.7348480902592,-30.777373999017,0.996446339729922,4.38E-51
2014-08-23 12:00:00,2,2015-09-29 12:00:00,2015-09-28 12:00:00,2016-06-16 12:00:00,2017-09-27 12:00:00,2016-09-16 12:00:00,8.96720650589372,7.67269958902974,-4.64117156931798,0.999763089315328,4.04E-78
2014-08-24 12:00:00,1,2015-06-23 12:00:00,2014-07-18 12:00:00,2015-09-17 12:00:00,2015-07-11 12:00:00,2016-08-21 12:00:00,31.8421173523161,31.2965997400411,-5.86883993565425,0.998371098269125,7.21E-59
2014-08-25 12:00:00,2,2014-08-26 12:00:00,2015-08-06 12:00:00,2015-07-13 12:00:00,2017-09-06 12:00:00,2016-07-25 12:00:00,46.8798541904237,39.4585194944846,-25.3129604791451,0.996683250414594,8.98E-52
2014-08-26 12:00:00,2,2014-08-25 12:00:00,2015-08-06 12:00:00,2017-09-06 12:00:00,2015-07-13 12:00:00,2016-07-25 12:00:00,55.150533992299,44.8222609048679,-32.1332588918659,0.997986259180289,9.44E-57
2014-08-27 12:00:00,0,2015-08-13 12:00:00,2015-08-14 12:00:00,2014-07-29 12:00:00,2014-09-26 12:00:00,2014-08-29 12:00:00,7.80085709513143,6.55411480645427,-4.23047875806975,0.999763089315328,4.04E-78
2014-08-28 12:00:00,0,2014-09-10 12:00:00,2014-09-12 12:00:00,2014-08-17 12:00:00,2016-09-29 12:00:00,2014-07-24 12:00:00,3.31181411447414,2.80617054234087,-1.75884041803926,0.993016370208384,2.36E-44
2014-08-29 12:00:00,0,2014-08-27 12:00:00,2015-08-14 12:00:00,2015-08-13 12:00:00,2017-07-08 12:00:00,2016-07-24 12:00:00,24.6730947023542,21.5723884998216,-11.974709040478,0.999289267945984,3.78E-67
2014-08-30 12:00:00,2,2017-08-10 12:00:00,2017-08-08 12:00:00,2015-07-28 12:00:00,2014-07-08 12:00:00,2017-08-09 12:00:00,14.799898550853,14.6144559928205,-2.33552417017103,0.999644633972992,4.53E-74
2014-08-31 12:00:00,0,2014-05-01 12:00:00,2016-09-29 12:00:00,2016-09-28 12:00:00,2016-09-27 12:00:00,2016-09-26 12:00:00,32.2717383838563,27.9053540181298,-16.2097598822103,0.998933901918976,4.23E-63
2014-09-01 12:00:00,2,2016-09-01 12:00:00,2016-07-10 12:00:00,2014-06-25 12:00:00,2015-08-03 12:00:00,2015-08-19 12:00:00,23.7917834105036,22.333818723408,-8.20057919187826,0.999639704557737,6.21E-74
2014-09-02 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,57.4827323423839,51.0429671395769,-26.4363390645191,0.998919113673212,5.81E-63
2014-09-03 12:00:00,2,2017-08-21 12:00:00,2014-07-11 12:00:00,2014-09-04 12:00:00,2016-08-06 12:00:00,2015-09-02 12:00:00,44.611125786781,41.0832528863384,-17.3873194093042,0.998889056147608,1.09E-62
2014-09-04 12:00:00,2,2017-08-21 12:00:00,2016-09-09 12:00:00,2014-08-06 12:00:00,2015-08-07 12:00:00,2014-09-03 12:00:00,81.7223941267661,77.1250116001618,27.0237356315778,0.996246810237394,1.53E-50
2014-09-05 12:00:00,1,2015-09-03 12:00:00,2014-08-07 12:00:00,2017-09-09 12:00:00,2016-08-10 12:00:00,2017-09-15 12:00:00,38.6647167782527,31.3850489736492,-22.5818295198627,0.999759803038491,5.54E-78
2014-09-06 12:00:00,2,2017-09-05 12:00:00,2017-07-11 12:00:00,2017-07-14 12:00:00,2014-08-15 12:00:00,2014-08-11 12:00:00,30.7713308405202,27.8966539163722,-12.9865893123216,0.999399507596229,7.85E-69
2014-09-07 12:00:00,0,2015-08-27 12:00:00,2016-07-26 12:00:00,2014-08-16 12:00:00,2015-09-08 12:00:00,2014-09-14 12:00:00,15.6963850357715,15.6963683103884,0.022914096704653,0.997896277789332,2.58E-56
2014-09-08 12:00:00,1,2014-08-03 12:00:00,2015-07-20 12:00:00,2017-09-04 12:00:00,2014-07-07 12:00:00,2014-09-18 12:00:00,86.5573969239376,76.4099322282482,-40.6657745422683,0.993993719782701,7.45E-46
2014-09-09 12:00:00,1,2014-05-04 12:00:00,2017-05-03 12:00:00,2016-09-23 12:00:00,2016-09-21 12:00:00,2016-09-20 12:00:00,97.895099159501,79.7920810398629,-56.7157318808147,0.99887191729099,1.55E-62
2014-09-10 12:00:00,0,2014-09-12 12:00:00,2014-08-17 12:00:00,2014-08-28 12:00:00,2014-09-15 12:00:00,2015-09-07 12:00:00,3.49114132759012,3.46197499860339,0.450329743913017,0.999298720526617,2.78E-67
2014-09-11 12:00:00,0,2014-09-25 12:00:00,2014-09-14 12:00:00,2014-08-16 12:00:00,2015-08-15 12:00:00,2014-08-17 12:00:00,3.27296396896303,3.26408704445774,0.240891901759653,0.999542645276852,1.50E-71
2014-09-12 12:00:00,0,2014-08-17 12:00:00,2014-09-10 12:00:00,2014-09-14 12:00:00,2014-09-25 12:00:00,2015-08-15 12:00:00,2.70809344557499,2.69117136663278,0.302269392069604,0.999756097560976,7.88E-78
2014-09-13 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,53.6824319463896,48.2227639825387,-23.5874656027966,0.996371841067992,7.05E-51
2014-09-14 12:00:00,0,2014-08-16 12:00:00,2015-08-15 12:00:00,2014-09-25 12:00:00,2014-09-11 12:00:00,2015-08-27 12:00:00,3.93915546359968,3.62075565310742,1.55147486827792,0.999939022531118,1.12E-91
2014-09-15 12:00:00,0,2014-09-10 12:00:00,2015-09-11 12:00:00,2014-09-12 12:00:00,2014-08-28 12:00:00,2015-08-28 12:00:00,16.5625704793508,14.0064645010841,-8.83955276376196,0.999146341463415,2.56E-65
2014-09-16 12:00:00,0,2015-08-28 12:00:00,2015-09-21 12:00:00,2016-07-29 12:00:00,2015-09-13 12:00:00,2014-07-29 12:00:00,72.1274174308019,72.1265361217026,0.356556197352205,0.992560975609756,1.01E-43
2014-09-17 12:00:00,0,2015-09-09 12:00:00,2015-09-08 12:00:00,2015-09-10 12:00:00,2015-09-07 12:00:00,2017-07-19 12:00:00,75.563224853923,60.7678249230655,-44.9118292262092,0.996463414634146,3.92E-51
2014-09-18 12:00:00,1,2017-07-18 12:00:00,2017-07-20 12:00:00,2014-08-22 12:00:00,2016-08-01 12:00:00,2014-07-19 12:00:00,46.7725675994389,41.2453004087441,-22.0567058745528,0.994969359284359,1.28E-47
2014-09-19 12:00:00,2,2014-08-08 12:00:00,2015-07-08 12:00:00,2017-08-15 12:00:00,2017-08-23 12:00:00,2014-08-13 12:00:00,104.285727635091,85.2175360288988,-60.1122661487965,0.997439024390244,2.36E-54
2014-09-20 12:00:00,2,2015-07-08 12:00:00,2017-09-19 12:00:00,2014-09-21 12:00:00,2017-09-20 12:00:00,2017-08-15 12:00:00,50.0197771503187,48.8115457729114,-10.9275388549534,0.996585365853658,1.75E-51
2014-09-21 12:00:00,2,2014-07-17 12:00:00,2017-09-20 12:00:00,2015-09-02 12:00:00,2015-07-08 12:00:00,2014-09-20 12:00:00,61.9443231626454,56.6296689424854,-25.1033815957681,0.994847404346651,2.21E-47
2014-09-22 12:00:00,2,2017-08-09 12:00:00,2015-07-24 12:00:00,2015-07-14 12:00:00,2017-07-14 12:00:00,2014-08-30 12:00:00,11.9743059406202,11.1269547649056,-4.42435084722246,0.999756097560976,7.88E-78
2014-09-23 12:00:00,2,2016-09-10 12:00:00,2016-09-07 12:00:00,2017-09-07 12:00:00,2016-08-22 12:00:00,2017-07-04 12:00:00,19.4841168796602,17.7625316639001,-8.00770125998756,0.999390243902439,1.12E-68
2014-09-24 12:00:00,2,2017-07-15 12:00:00,2017-09-10 12:00:00,2016-07-25 12:00:00,2015-06-27 12:00:00,2015-08-26 12:00:00,90.5710046481962,72.564864251578,-54.198222841101,0.997804878048781,6.85E-56
2014-09-25 12:00:00,0,2014-09-14 12:00:00,2014-09-11 12:00:00,2015-08-15 12:00:00,2014-08-16 12:00:00,2015-07-18 12:00:00,63.9937157854521,53.1346689091744,-35.6637437734969,1,0
2014-09-26 12:00:00,0,2014-07-29 12:00:00,2015-06-28 12:00:00,2014-07-05 12:00:00,2015-08-13 12:00:00,2015-08-14 12:00:00,30.9283347136774,27.6992321043015,-13.7591580045182,0.999359737041818,3.43E-68
2014-09-27 12:00:00,1,2015-09-17 12:00:00,2015-05-14 12:00:00,2015-05-20 12:00:00,2016-09-17 12:00:00,2016-09-14 12:00:00,27.9693436598953,25.3559731956946,-11.8050331666009,0.999359737041818,3.43E-68
2014-09-28 12:00:00,1,2014-05-07 12:00:00,2016-05-26 12:00:00,2015-05-16 12:00:00,2016-05-01 12:00:00,2016-09-14 12:00:00,61.5971048425016,61.2617397097752,-6.41892301791253,0.989999392047366,8.84E-41
2014-09-29 12:00:00,0,2015-05-02 12:00:00,2017-08-17 12:00:00,2017-09-24 12:00:00,2017-05-20 12:00:00,2017-05-21 12:00:00,4.09111169580618,4.01374485015997,-0.791863110251057,0.999875961299926,1.39E-84
2014-09-30 12:00:00,0,2014-05-01 12:00:00,2016-09-29 12:00:00,2016-09-28 12:00:00,2016-09-27 12:00:00,2016-09-26 12:00:00,25.0007279819845,21.4809902184466,-12.790756774491,0.999441793152285,1.46E-69
2015-05-01 12:00:00,1,2014-05-04 12:00:00,2017-05-03 12:00:00,2016-09-23 12:00:00,2016-09-21 12:00:00,2016-09-20 12:00:00,116.175397603605,94.58592665362,-67.4553592195003,0.998548879521008,5.06E-60
2015-05-02 12:00:00,0,2017-09-24 12:00:00,2014-09-29 12:00:00,2017-05-20 12:00:00,2017-08-17 12:00:00,2016-06-02 12:00:00,9.28826722171286,8.65839145415547,-3.36216677286438,0.99937809147387,1.76E-68
2015-05-03 12:00:00,2,2017-06-29 12:00:00,2014-06-16 12:00:00,2014-06-12 12:00:00,2014-06-14 12:00:00,2017-07-01 12:00:00,94.1876638348451,86.0382318787364,38.3241265242481,0.995468949410379,1.16E-48
2015-05-04 12:00:00,2,2014-05-22 12:00:00,2015-05-27 12:00:00,2016-05-27 12:00:00,2016-05-29 12:00:00,2015-05-05 12:00:00,160.866237357623,153.836950055826,-47.033383028657,0.958777540867093,8.90E-27
2015-05-05 12:00:00,2,2015-05-24 12:00:00,2014-05-22 12:00:00,2015-06-06 12:00:00,2015-05-04 12:00:00,2016-06-13 12:00:00,108.687412920899,108.461227400158,7.008272132928,0.982705520018953,2.42E-35
2015-05-06 12:00:00,2,2017-05-26 12:00:00,2014-05-22 12:00:00,2015-05-24 12:00:00,2016-05-30 12:00:00,2015-05-07 12:00:00,71.4210117107523,65.9498295160634,27.4149758451396,0.985281488275222,6.10E-37
2015-05-07 12:00:00,2,2015-05-24 12:00:00,2016-05-17 12:00:00,2015-05-06 12:00:00,2016-05-20 12:00:00,2016-05-10 12:00:00,82.0458551073683,82.0107234850867,2.40074441620177,0.978559583037195,3.25E-33
2015-05-08 12:00:00,1,2014-05-04 12:00:00,2017-05-03 12:00:00,2016-09-23 12:00:00,2016-09-21 12:00:00,2016-09-20 12:00:00,198.779696851428,156.963334700395,121.96671447603,0.961028192371476,2.51E-27
2015-05-09 12:00:00,1,2014-05-23 12:00:00,2016-05-09 12:00:00,2016-05-26 12:00:00,2017-05-13 12:00:00,2017-05-10 12:00:00,98.6749956928781,94.9184349551772,-26.9674893278794,0.985548448235015,4.01E-37
2015-05-10 12:00:00,0,2014-05-01 12:00:00,2016-09-29 12:00:00,2016-09-28 12:00:00,2016-09-27 12:00:00,2016-09-26 12:00:00,39.6791246214856,31.3270741879919,-24.3525635929245,0.999407633813991,5.74E-69
2015-05-11 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,39.6617815530567,39.4919973038845,-3.66593302071533,0.998163835192869,1.13E-57
2015-05-12 12:00:00,2,2014-05-10 12:00:00,2014-05-18 12:00:00,2014-06-17 12:00:00,2014-06-15 12:00:00,2015-05-13 12:00:00,28.9651183059714,25.3270340050593,-14.0541604866847,0.999681762770087,3.58E-75
2015-05-13 12:00:00,2,2017-05-17 12:00:00,2014-05-10 12:00:00,2015-05-12 12:00:00,2015-06-05 12:00:00,2014-05-19 12:00:00,46.8539581045929,46.8076105873585,-2.08350214042417,0.998235212786337,4.55E-58
2015-05-14 12:00:00,1,2015-05-20 12:00:00,2016-05-08 12:00:00,2017-09-22 12:00:00,2014-09-27 12:00:00,2016-05-21 12:00:00,183.69441946024,172.896152192894,62.0528830734394,0.968148812856306,2.61E-29
2015-05-15 12:00:00,1,2014-05-21 12:00:00,2016-05-22 12:00:00,2016-05-21 12:00:00,2015-05-21 12:00:00,2016-05-08 12:00:00,248.003402818314,213.727650773108,125.802142686328,0.916642177577497,6.09E-20
2015-05-16 12:00:00,1,2014-05-07 12:00:00,2016-05-01 12:00:00,2014-09-28 12:00:00,2014-05-05 12:00:00,2016-05-26 12:00:00,83.6948399491243,80.169709973073,24.0342222038258,0.983307779507137,1.08E-35
2015-05-17 12:00:00,2,2016-05-25 12:00:00,2016-05-10 12:00:00,2015-05-07 12:00:00,2016-05-23 12:00:00,2016-05-16 12:00:00,113.700628530711,95.145594077718,-62.2506936176364,0.990395741726452,3.50E-41
2015-05-18 12:00:00,2,2014-05-20 12:00:00,2015-05-05 12:00:00,2014-05-08 12:00:00,2015-06-05 12:00:00,2015-05-13 12:00:00,136.276345433926,116.308363290617,71.018356454402,0.988660032399907,1.57E-39
2015-05-19 12:00:00,1,2015-05-21 12:00:00,2016-05-09 12:00:00,2016-05-21 12:00:00,2016-05-24 12:00:00,2017-05-13 12:00:00,120.08588283392,100.273099146337,-66.0751454299635,0.996615269315119,1.43E-51
2015-05-20 12:00:00,1,2015-05-14 12:00:00,2016-05-21 12:00:00,2014-09-27 12:00:00,2016-05-08 12:00:00,2015-07-11 12:00:00,98.8415630127917,97.1355278654476,-18.2850705525722,0.985882897477436,2.35E-37
2015-05-21 12:00:00,1,2016-05-21 12:00:00,2015-05-19 12:00:00,2016-05-24 12:00:00,2017-05-15 12:00:00,2016-05-09 12:00:00,130.890393124543,111.509807105493,68.5409215840667,0.984927821744631,1.05E-36
2015-05-22 12:00:00,0,2014-05-06 12:00:00,2014-05-11 12:00:00,2017-09-23 12:00:00,2017-05-14 12:00:00,2017-06-12 12:00:00,143.570493420788,121.502595452878,76.4827162128993,0.983018486250442,1.60E-35
2015-05-23 12:00:00,1,2014-05-04 12:00:00,2017-05-03 12:00:00,2016-09-23 12:00:00,2016-09-21 12:00:00,2016-09-20 12:00:00,87.7061442008922,85.3038862123889,20.3866311010793,0.96494283675549,2.29E-28
2015-05-24 12:00:00,2,2015-05-05 12:00:00,2014-05-22 12:00:00,2016-06-13 12:00:00,2015-05-04 12:00:00,2016-05-16 12:00:00,90.7131608359266,90.0324277653205,11.0923171396707,0.962247230419723,1.22E-27
2015-05-25 12:00:00,2,2016-05-14 12:00:00,2015-05-26 12:00:00,2016-05-04 12:00:00,2015-05-03 12:00:00,2017-05-05 12:00:00,123.855519019532,103.67434688834,67.7629647290747,0.973673553675203,3.46E-31
2015-05-26 12:00:00,2,2016-05-16 12:00:00,2015-05-25 12:00:00,2016-06-13 12:00:00,2016-05-28 12:00:00,2016-05-14 12:00:00,79.9405116225782,72.3024598780668,34.100435393996,0.975901872135739,4.64E-32
2015-05-27 12:00:00,2,2015-05-04 12:00:00,2016-05-27 12:00:00,2016-05-29 12:00:00,2016-06-14 12:00:00,2014-06-13 12:00:00,135.016604654207,132.401813355816,26.4432099496651,0.979171488081463,1.68E-33
2015-05-28 12:00:00,2,2014-05-29 12:00:00,2015-06-01 12:00:00,2017-06-03 12:00:00,2014-06-07 12:00:00,2016-06-05 12:00:00,189.077239035677,169.842660344716,83.088344840802,0.974658643832446,1.46E-31
2015-05-29 12:00:00,2,2016-05-13 12:00:00,2016-05-04 12:00:00,2014-06-23 12:00:00,2014-06-07 12:00:00,2014-06-12 12:00:00,60.9002591589264,59.6338269347992,12.3550900739254,0.997570006942837,7.07E-55
2015-05-30 12:00:00,2,2017-05-23 12:00:00,2015-06-08 12:00:00,2017-06-28 12:00:00,2017-05-22 12:00:00,2016-06-05 12:00:00,106.806543122202,100.904960275842,35.0118072290717,0.976857208979403,1.85E-32
2015-05-31 12:00:00,0,2014-05-01 12:00:00,2016-09-29 12:00:00,2016-09-28 12:00:00,2016-09-27 12:00:00,2016-09-26 12:00:00,100.142364113377,99.4818150804173,11.4830988205222,0.980165506050989,5.51E-34
2015-06-01 12:00:00,2,2014-05-29 12:00:00,2014-06-12 12:00:00,2017-07-02 12:00:00,2014-06-07 12:00:00,2015-05-29 12:00:00,28.6025889249795,27.5599701831374,-7.65219816235413,0.999045332671358,3.34E-64
2015-06-02 12:00:00,2,2016-05-03 12:00:00,2016-05-02 12:00:00,2014-06-21 12:00:00,2014-06-06 12:00:00,2017-06-09 12:00:00,16.3383667930119,16.3383584579197,-0.016503439582095,0.999479258746462,2.96E-70
2015-06-03 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,40.3406438698089,40.0532704267215,4.80656592118169,0.9931790443622,1.38E-44
2015-06-04 12:00:00,2,2014-05-24 12:00:00,2014-05-18 12:00:00,2014-06-24 12:00:00,2015-05-12 12:00:00,2014-05-08 12:00:00,95.0664600757528,93.6593320941966,16.2960529884914,0.993057162693821,2.07E-44
2015-06-05 12:00:00,2,2014-05-19 12:00:00,2015-06-06 12:00:00,2015-05-03 12:00:00,2017-09-19 12:00:00,2016-09-03 12:00:00,61.2223523108966,58.5098495451997,18.0214851962215,0.996412867391807,5.43E-51
2015-06-06 12:00:00,2,2015-05-03 12:00:00,2014-05-22 12:00:00,2017-06-09 12:00:00,2015-05-25 12:00:00,2014-06-16 12:00:00,162.181979987526,120.736994909807,-108.284683556001,0.998264290673455,3.10E-58
2015-06-07 12:00:00,2,2017-05-12 12:00:00,2017-08-18 12:00:00,2017-05-04 12:00:00,2017-05-05 12:00:00,2017-06-29 12:00:00,129.408610702753,100.806528934515,-81.145746950728,0.991321453367276,3.44E-42
2015-06-08 12:00:00,2,2015-05-30 12:00:00,2017-05-23 12:00:00,2016-06-05 12:00:00,2017-06-20 12:00:00,2017-06-04 12:00:00,77.726049403515,68.3813329853457,-36.9503999305139,0.994908585975468,1.68E-47
2015-06-09 12:00:00,0,2014-07-05 12:00:00,2015-06-28 12:00:00,2014-09-26 12:00:00,2014-07-29 12:00:00,2015-08-13 12:00:00,232.583374229818,189.972469263718,134.184525523525,0.962508678546632,1.05E-27
2015-06-10 12:00:00,2,2015-06-12 12:00:00,2015-06-11 12:00:00,2017-07-01 12:00:00,2017-08-23 12:00:00,2014-05-27 12:00:00,153.255580476462,152.488200454935,15.3173649559197,0.976711893254486,2.13E-32
2015-06-11 12:00:00,2,2015-06-12 12:00:00,2015-05-26 12:00:00,2016-05-28 12:00:00,2017-08-23 12:00:00,2015-06-10 12:00:00,111.366319054416,107.328834025422,-29.7149525739744,0.938409466068035,7.32E-23
2015-06-12 12:00:00,2,2015-06-10 12:00:00,2015-06-11 12:00:00,2017-07-01 12:00:00,2014-05-27 12:00:00,2014-06-25 12:00:00,247.704393509971,191.996175670001,156.508578334342,0.993779838836386,1.66E-45
2015-06-13 12:00:00,2,2014-06-10 12:00:00,2017-06-04 12:00:00,2016-05-19 12:00:00,2014-05-27 12:00:00,2015-06-14 12:00:00,227.78965693221,190.705396461643,124.577604591279,0.980560055542698,3.49E-34
2015-06-14 12:00:00,2,2017-06-23 12:00:00,2016-06-01 12:00:00,2014-06-10 12:00:00,2016-05-19 12:00:00,2017-06-05 12:00:00,57.5750240695727,54.5701050016296,-18.3572066699429,0.997772442341899,9.59E-56
2015-06-15 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,42.507587836557,41.0622308368339,-10.9903695290548,0.992743069371447,5.70E-44
2015-06-16 12:00:00,2,2017-06-23 12:00:00,2017-06-02 12:00:00,2014-06-08 12:00:00,2017-06-04 12:00:00,2017-06-06 12:00:00,81.1455749775641,63.1705072360615,-50.9322231399551,0.997917148808146,2.05E-56
2015-06-17 12:00:00,2,2015-06-18 12:00:00,2017-06-21 12:00:00,2014-06-09 12:00:00,2016-06-03 12:00:00,2015-06-08 12:00:00,44.2421755021012,38.3117410906823,-22.1264680362513,0.99835102885529,9.56E-59
2015-06-18 12:00:00,2,2015-06-17 12:00:00,2017-06-21 12:00:00,2017-06-20 12:00:00,2016-06-28 12:00:00,2017-05-22 12:00:00,25.2319522457366,25.2293188190718,0.364535398505382,0.999190002314279,7.64E-66
2015-06-19 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,62.4138273650464,55.3816411779181,-28.7812381039132,0.99204493781774,4.68E-43
2015-06-20 12:00:00,2,2015-06-22 12:00:00,2014-06-24 12:00:00,2017-06-16 12:00:00,2014-06-03 12:00:00,2016-06-07 12:00:00,27.3458486572681,24.0578649895911,-13.00056040826,0.999190002314279,7.64E-66
2015-06-21 12:00:00,2,2016-06-24 12:00:00,2017-06-22 12:00:00,2014-06-25 12:00:00,2014-07-03 12:00:00,2016-07-02 12:00:00,38.6648560593244,33.962319770212,-18.4805825101415,0.998958574404073,2.47E-63
2015-06-22 12:00:00,2,2017-09-29 12:00:00,2015-06-27 12:00:00,2017-06-16 12:00:00,2015-06-20 12:00:00,2014-09-24 12:00:00,67.3886340774183,56.6273356067032,-36.5318062091923,0.997917148808146,2.05E-56
2015-06-23 12:00:00,1,2014-08-24 12:00:00,2015-07-11 12:00:00,2016-08-21 12:00:00,2016-09-17 12:00:00,2015-09-17 12:00:00,28.6805617024476,24.3071980287685,-15.2228362520963,0.99402297721991,6.66E-46
2015-06-24 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,72.5474766870592,63.7815358288727,-34.5695250324565,0.990910051173158,9.93E-42
2015-06-25 12:00:00,2,2017-08-10 12:00:00,2014-06-02 12:00:00,2014-06-21 12:00:00,2014-08-30 12:00:00,2014-07-08 12:00:00,10.6864146610205,9.89673361935225,-4.03164010978861,0.99956606053341,4.47E-72
2015-06-26 12:00:00,2,2016-09-10 12:00:00,2017-07-04 12:00:00,2016-07-17 12:00:00,2017-08-27 12:00:00,2014-09-23 12:00:00,63.0593731230196,60.8665979899145,16.4845924366464,0.995487155750983,1.06E-48
2015-06-27 12:00:00,2,2015-06-22 12:00:00,2017-09-29 12:00:00,2017-07-15 12:00:00,2014-09-24 12:00:00,2014-08-18 12:00:00,312.960448672806,246.794123523718,192.449741562945,0.949634044427811,8.09E-25
2015-06-28 12:00:00,0,2014-09-26 12:00:00,2014-07-29 12:00:00,2014-07-05 12:00:00,2015-08-13 12:00:00,2017-07-07 12:00:00,196.058543994966,164.161209370559,107.191650847543,0.970840083314048,3.53E-30
2015-06-29 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,223.96257690957,199.799968186889,101.188974540179,0.938288808182296,7.65E-23
2015-06-30 12:00:00,0,2014-05-01 12:00:00,2016-09-29 12:00:00,2016-09-28 12:00:00,2016-09-27 12:00:00,2016-09-26 12:00:00,228.833650816235,215.337372019334,77.4251635948757,0.905002312682053,1.08E-18
2015-07-01 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,219.250243483274,181.157344927639,123.501763737378,0.974270767786855,2.06E-31
2015-07-02 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,87.6016937175456,82.5929079695927,29.1970597031457,0.990648674710326,1.90E-41
2015-07-03 12:00:00,2,2016-08-22 12:00:00,2016-09-07 12:00:00,2017-08-18 12:00:00,2016-08-24 12:00:00,2017-08-10 12:00:00,55.2286026919852,54.3103654491014,10.0290956767903,0.991695872040886,1.25E-42
2015-07-04 12:00:00,2,2015-07-17 12:00:00,2014-08-14 12:00:00,2016-09-11 12:00:00,2017-08-19 12:00:00,2014-08-09 12:00:00,125.180526697633,114.145270109964,51.3908705493508,0.984714556503815,1.45E-36
2015-07-05 12:00:00,2,2017-08-25 12:00:00,2017-06-23 12:00:00,2016-06-01 12:00:00,2015-07-07 12:00:00,2016-05-19 12:00:00,166.430675378494,144.216410100724,83.0710344500513,0.981948623003934,6.44E-35
2015-07-06 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,271.111849820649,216.240881636092,163.528334616419,0.970170149134918,5.91E-30
2015-07-07 12:00:00,2,2014-06-08 12:00:00,2016-06-14 12:00:00,2016-06-06 12:00:00,2016-06-01 12:00:00,2015-07-16 12:00:00,159.704710891542,140.581387299701,75.7790751186786,0.984378616061097,2.37E-36
2015-07-08 12:00:00,2,2017-08-15 12:00:00,2015-07-27 12:00:00,2017-09-19 12:00:00,2017-08-16 12:00:00,2015-05-03 12:00:00,83.7347392477669,83.655138517683,-3.65025430330388,0.991812227299837,9.06E-43
2015-07-09 12:00:00,1,2015-07-21 12:00:00,2015-07-22 12:00:00,2015-07-23 12:00:00,2014-05-23 12:00:00,2017-09-09 12:00:00,67.4128626265498,67.2733318248628,-4.33507470385246,0.994792872020366,2.82E-47
2015-07-10 12:00:00,1,2014-05-04 12:00:00,2017-05-03 12:00:00,2016-09-23 12:00:00,2016-09-21 12:00:00,2016-09-20 12:00:00,109.363935972671,109.10232506827,-7.55997064359997,0.949491430252451,8.62E-25
2015-07-11 12:00:00,1,2015-06-23 12:00:00,2016-09-23 12:00:00,2017-05-18 12:00:00,2017-05-11 12:00:00,2014-08-24 12:00:00,77.7113733288299,69.6761948096306,34.4134482652229,0.991695872040886,1.25E-42
2015-07-12 12:00:00,2,2017-09-08 12:00:00,2014-09-22 12:00:00,2014-05-28 12:00:00,2015-09-18 12:00:00,2014-06-02 12:00:00,58.4066583253652,57.0862476486149,12.3490107351548,0.991899418440644,7.09E-43
2015-07-13 12:00:00,2,2015-07-26 12:00:00,2014-08-25 12:00:00,2014-08-26 12:00:00,2014-08-05 12:00:00,2015-08-06 12:00:00,22.976833076377,21.5093172215101,-8.07985958319449,0.992597251236804,8.99E-44
2015-07-14 12:00:00,2,2015-07-28 12:00:00,2017-08-19 12:00:00,2016-06-23 12:00:00,2017-08-18 12:00:00,2015-06-25 12:00:00,33.4299444371932,30.2786260163669,-14.1691916366042,0.99884286044897,2.78E-62
2015-07-15 12:00:00,2,2014-05-08 12:00:00,2016-08-11 12:00:00,2016-08-09 12:00:00,2016-08-08 12:00:00,2016-08-07 12:00:00,47.0898530204492,44.5406896413508,-15.2833642814785,0.992277648335642,2.37E-43
2015-07-16 12:00:00,2,2017-08-14 12:00:00,2017-08-20 12:00:00,2014-06-22 12:00:00,2014-06-26 12:00:00,2016-09-03 12:00:00,32.0666148056978,29.0442686140776,-13.5903732756061,0.998871756717342,1.56E-62
